name,year,type,link,second_name,sex,id,department,link2,hirsh
Буасье Мари-Луи-Антуан-Гастон,1894,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49312.ln-ru,NA,m,2637,NA,NA,NA
Буасье Пьер-Эдмон,1878,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49313.ln-ru,NA,m,2638,NA,NA,NA
Бубнов Михаил Михайлович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61947.ln-ru,Михайлович,m,2639,Отделение химии и наук о материалах РАН,http://www.expertcorps.ru/science/whoiswho/info/40344,21
Бубрих Дмитрий Владимирович,1946,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49702.ln-ru,Владимирович,m,2640,NA,NA,NA
Бугаев Николай Васильевич,1897,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49703.ln-ru,Васильевич,m,2641,NA,NA,NA
Буганов Анатолий Алексеевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63176.ln-ru,Алексеевич,m,2642,NA,NA,NA
Буганов Виктор Иванович,1994,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49704.ln-ru,Иванович,m,2643,NA,NA,NA
Будагов Рубен Александрович,1970,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2590.ln-ru,Александрович,m,2644,NA,NA,NA
Буданцев Лев Юстианович,1997,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1655.ln-ru,Юстианович,m,2645,NA,NA,NA
Будде Евгений Федорович,1916,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49706.ln-ru,Федорович,m,2646,NA,NA,NA
Буденц Йожеф,1876,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49707.ln-ru,NA,m,2647,NA,NA,NA
Будилович Антон Семенович,1882,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49708.ln-ru,Семенович,m,2648,NA,NA,NA
Будмани Перо (Петар),1889,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49710.ln-ru,(Петар),m,2649,NA,NA,NA
Будников Петр Петрович,1939,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49711.ln-ru,Петрович,m,2650,NA,NA,NA
Букин Василий Николаевич,1964,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49713.ln-ru,Николаевич,m,2651,NA,NA,NA
Букринская Алиса Григорьевна,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63177.ln-ru,Григорьевна,f,2652,Отделение медицинских наук РАН,http://www.expertcorps.ru/science/whoiswho/info/49828,26
Буланже Юрий Дмитриевич,1966,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49715.ln-ru,Дмитриевич,m,2653,NA,NA,NA
Булаховский Леонид Арсеньевич,1946,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49716.ln-ru,Арсеньевич,m,2654,NA,NA,NA
Булашевич Юрий Петрович,1970,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1941.ln-ru,Петрович,m,2655,NA,NA,NA
Булгаков Борис Владимирович,1946,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49717.ln-ru,Владимирович,m,2656,NA,NA,NA
Булгаков Виктор Павлович,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58684.ln-ru,Павлович,m,2657,Отделение биологических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/48301,21
Булгаков Виктор Павлович,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58684.ln-ru,Павлович,m,2657,Отделение сельскохозяйственных наук РАН,http://www.expertcorps.ru/science/whoiswho/info/48301,21
Булдаков Михаил Матвеевич,1816,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49722.ln-ru,Матвеевич,m,2658,NA,NA,NA
Булич Николай Никитич,1883,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49723.ln-ru,Никитич,m,2659,NA,NA,NA
Бунге Александр Андреевич фон,1833,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49725.ln-ru,Андреевич,m,2660,NA,NA,NA
Бунге Фридрих Иоганн,1804,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49727.ln-ru,Иоганн,m,2661,NA,NA,NA
Бунзен Роберт Вильгельм,1862,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49728.ln-ru,Вильгельм,m,2662,NA,NA,NA
Бунич Павел Григорьевич,1970,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2506.ln-ru,Григорьевич,m,2663,NA,NA,NA
Буравкова Людмила Борисовна,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58336.ln-ru,Борисовна,f,2664,Отделение физиологических наук РАН,NA,NA
Бурдах Карл Фридрих,1818,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49732.ln-ru,Фридрих,m,2665,NA,NA,NA
Буренин Анатолий Александрович,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60548.ln-ru,Александрович,m,2666,"Отделение энергетики, машиностроения, механики и процессов управления РАН",NA,NA
Буркхард (Буркгард) Иоганн Карл,1801,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49734.ln-ru,Иоганн,m,2667,NA,NA,NA
Бурмейстер Карл Герман Конрад,1855,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49736.ln-ru,Герман,m,2668,NA,NA,NA
Бурханов Геннадий Сергеевич,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49210.ln-ru,Сергеевич,m,2669,Отделение химии и наук о материалах РАН,NA,NA
Бусленко Николай Пантелеймонович,1966,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49739.ln-ru,Пантелеймонович,m,2670,NA,NA,NA
Бутенко Геннадий Михайлович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63178.ln-ru,Михайлович,m,2671,Отделение медицинских наук РАН,NA,NA
Бутенко Раиса Георгиевна,1974,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1500.ln-ru,Георгиевна,f,2672,NA,NA,NA
Буткевич Владимир Степанович,1929,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49314.ln-ru,Степанович,m,2673,NA,NA,NA
Бутру Этьенн-Эмиль-Мари,1916,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49741.ln-ru,NA,m,2674,NA,NA,NA
Бутырин Павел Анфимович,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-751.ln-ru,Анфимович,m,2675,"Отделение энергетики, машиностроения, механики и процессов управления РАН",NA,NA
Буфетов Игорь Алексеевич,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58674.ln-ru,Алексеевич,m,2676,Отделение физических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/41633,24
Бухарин Михаил Дмитриевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64199.ln-ru,Дмитриевич,m,2677,Отделение историко-филологических наук РАН,NA,NA
Бухтияров Игорь Валентинович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64338.ln-ru,Валентинович,m,2678,Отделение медицинских наук РАН,NA,NA
Бухштабер Виктор Матвеевич,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-57755.ln-ru,Матвеевич,m,2679,Отделение математических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40690,18
Буш Николай Адольфович,1920,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49745.ln-ru,Адольфович,m,2680,NA,NA,NA
Бушинский Владимир Петрович,1939,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49746.ln-ru,Петрович,m,2681,NA,NA,NA
Бушуев Константин Давыдович,1960,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49748.ln-ru,Давыдович,m,2682,NA,NA,NA
Буянов Роман Алексеевич,1981,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1376.ln-ru,Алексеевич,m,2683,Отделение химии и наук о материалах РАН,http://www.expertcorps.ru/science/whoiswho/info/48228,22
Бхандаркар Рамакришна Гопал,1888,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49749.ln-ru,Гопал,m,2684,NA,NA,NA
Бызов Алексей Леонтьевич,1981,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49750.ln-ru,Леонтьевич,m,2685,NA,NA,NA
Быков Анатолий Тимофеевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63179.ln-ru,Тимофеевич,m,2686,Отделение медицинских наук РАН,NA,NA
Быков Игорь Юрьевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63180.ln-ru,Юрьевич,m,2687,Отделение медицинских наук РАН,NA,NA
Быков Олег Николаевич,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2494.ln-ru,Николаевич,m,2688,NA,NA,NA
Быковский Виктор Алексеевич,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2775.ln-ru,Алексеевич,m,2689,Отделение математических наук РАН,NA,NA
Быстров Владимир Федорович,1979,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49752.ln-ru,Федорович,m,2690,NA,NA,NA
Бычков Иван Афанасьевич,1903,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49755.ln-ru,Афанасьевич,m,2691,NA,NA,NA
Бьенеме Ирене-Жюль,1874,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49756.ln-ru,NA,m,2692,NA,NA,NA
Бэнкрофт Джордж,1867,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49758.ln-ru,NA,m,2693,NA,NA,NA
Бюлер Иоганн Георг,1892,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49761.ln-ru,Георг,m,2694,NA,NA,NA
Бюрг Иоганн Тобиас,1801,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49764.ln-ru,Тобиас,m,2695,NA,NA,NA
Бюрнуф Эжен,1842,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49766.ln-ru,NA,m,2696,NA,NA,NA
Бюхелер Франц,1886,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49768.ln-ru,NA,m,2697,NA,NA,NA
Бючли Отто,1894,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49769.ln-ru,NA,m,2698,NA,NA,NA
Бялыницкий-Бируля Алексей Андреевич,1923,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49770.ln-ru,Андреевич,m,2699,NA,NA,NA
Вавилов Петр Петрович,1979,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49773.ln-ru,Петрович,m,2700,NA,NA,NA
Вагнер Андреас,1855,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49775.ln-ru,NA,m,2701,NA,NA,NA
Вагнер Николай Петрович,1898,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49776.ln-ru,Петрович,m,2702,NA,NA,NA
Вагнер Роберт Иванович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63181.ln-ru,Иванович,m,2703,NA,NA,NA
Вагнер Фридрих Иоганнес Генрих Рудольф,1847,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49777.ln-ru,Иоганнес,m,2704,NA,NA,NA
Вайнштейн Лев Альбертович,1966,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49780.ln-ru,Альбертович,m,2705,NA,NA,NA
Ваксель Лев Савельевич,1801,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49783.ln-ru,Савельевич,m,2706,NA,NA,NA
Валландер Сергей Васильевич,1966,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49784.ln-ru,Васильевич,m,2707,NA,NA,NA
Валлезер Макс Гебхард Лебрехт,1929,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49785.ln-ru,Гебхард,m,2708,NA,NA,NA
Вальдейер Генрих Вильгельм Готфрид,1894,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49789.ln-ru,Вильгельм,m,2709,NA,NA,NA
Вальтер Александр Филиппович,1933,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49791.ln-ru,Филиппович,m,2710,NA,NA,NA
Вальтер Петр Александрович,1933,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49793.ln-ru,Александрович,m,2711,NA,NA,NA
Вальтух Константин Куртович,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49250.ln-ru,Куртович,m,2712,NA,NA,NA
Ван-Вейе (Вейхе) Ян (Жан) Виллем,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49794.ln-ru,Ян,m,2713,NA,NA,NA
Ван-Вейк Николас (Николай Васильевич),1928,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49795.ln-ru,(Николай,m,2714,NA,NA,NA
Ваничев Александр Павлович,1962,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49798.ln-ru,Павлович,m,2715,NA,NA,NA
Вант-Гофф Якоб Хендрик,1895,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49800.ln-ru,Хендрик,m,2716,NA,NA,NA
Ванюшин Борис Федорович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53853.ln-ru,Федорович,m,2717,Отделение биологических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/41081,32
Ванюшин Борис Федорович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53853.ln-ru,Федорович,m,2717,Отделение сельскохозяйственных наук РАН,http://www.expertcorps.ru/science/whoiswho/info/41081,32
Вараксин Алексей Юрьевич,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61994.ln-ru,Юрьевич,m,2718,"Отделение энергетики, машиностроения, механики и процессов управления РАН",NA,NA
Варенцов Михаил Иванович,1953,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49803.ln-ru,Иванович,m,2719,NA,NA,NA
Варламов Анатолий Александрович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63036.ln-ru,Александрович,m,2720,NA,NA,NA
Варфоломеев Сергей Дмитриевич,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-57935.ln-ru,Дмитриевич,m,2721,NA,http://www.expertcorps.ru/science/whoiswho/info/40965,31
Василевский Юрий Викторович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-5263.ln-ru,Викторович,m,2722,Отделение математических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/49873,17
Василенко Вячеслав Николаевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63037.ln-ru,Николаевич,m,2723,NA,NA,NA
Васильев Александр Александрович,1923,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49804.ln-ru,Александрович,m,2724,NA,NA,NA
Васильев Александр Юрьевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63183.ln-ru,Юрьевич,m,2725,Отделение медицинских наук РАН,NA,NA
Васильев Андрей Валентинович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-59312.ln-ru,Валентинович,m,2726,NA,NA,NA
Васильев Владимир Иванович,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53182.ln-ru,Иванович,m,2727,NA,NA,NA
Васильев Владимир Николаевич,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61984.ln-ru,Николаевич,m,2728,NA,NA,NA
Васильев Николай Николаевич,1984,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49807.ln-ru,Николаевич,m,2729,NA,NA,NA
Васильев Юрий Маркович,1990,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1501.ln-ru,Маркович,m,2730,NA,NA,NA
Васин Владимир Васильевич,1994,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1010.ln-ru,Васильевич,m,2731,Отделение математических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/48985,14
Вассоевич Николай Брониславович,1970,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49809.ln-ru,Брониславович,m,2732,NA,NA,NA
Васьков Семен Тимофеевич,1990,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1011.ln-ru,Тимофеевич,m,2733,NA,NA,NA
Васьковский Виктор Евгеньевич,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49217.ln-ru,Евгеньевич,m,2734,NA,NA,NA
Васютин Александр Сергеевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63038.ln-ru,Сергеевич,m,2735,NA,NA,NA
Вахитова Юлия Венеровна,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64292.ln-ru,Венеровна,f,2736,Отделение физиологических наук РАН,NA,NA
Вахрамеев Всеволод Андреевич,1979,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49810.ln-ru,Андреевич,m,2737,NA,NA,NA
Вахтин Николай Борисович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64205.ln-ru,Борисович,m,2738,Отделение историко-филологических наук РАН,NA,NA
Вашингтон Генри Стефенс,1932,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49811.ln-ru,Стефенс,m,2739,NA,NA,NA
Введенский Николай Евгеньевич,1908,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49813.ln-ru,Евгеньевич,m,2740,NA,NA,NA
Вдовенко Виктор Михайлович,1958,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49814.ln-ru,Михайлович,m,2741,NA,NA,NA
Вебер Альбрехт Фридрих,1860,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49815.ln-ru,Фридрих,m,2742,NA,NA,NA
Вебер Вильгельм Эдуард,1853,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49816.ln-ru,Эдуард,m,2743,NA,NA,NA
Вебер Эрнст Генрих,1869,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49817.ln-ru,Генрих,m,2744,NA,NA,NA
Вебский Христиан Фридрих Мартин,1882,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49818.ln-ru,Фридрих,m,2745,NA,NA,NA
Веденисов Борис Николаевич,1943,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49820.ln-ru,Николаевич,m,2746,NA,NA,NA
Веденов Александр Алексеевич,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53899.ln-ru,Алексеевич,m,2747,NA,NA,NA
Вейерштрасс Карл Теодор Вильгельм,1864,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49821.ln-ru,Теодор,m,2748,NA,NA,NA
Вейль Анри,1882,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49822.ln-ru,NA,m,2749,NA,NA,NA
Вейнман Иван Андреевич (Иоганн Антон),1831,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49824.ln-ru,Андреевич,m,2750,NA,NA,NA
Вейсбах Юлиус,1855,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49825.ln-ru,NA,m,2751,NA,NA,NA
Вейссе Федор Иванович (Иоганн Фридрих),1855,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49826.ln-ru,Иванович,m,2752,NA,NA,NA
Вейц Вениамин Исаакович,1933,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49828.ln-ru,Исаакович,m,2753,NA,NA,NA
Вёлер Фридрих,1853,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49870.ln-ru,NA,m,2754,NA,NA,NA
Великанов Дмитрий Петрович,1968,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49832.ln-ru,Петрович,m,2755,NA,NA,NA
Великанов Михаил Андреевич,1939,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49833.ln-ru,Андреевич,m,2756,NA,NA,NA
Величкин Василий Иванович,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2002.ln-ru,Иванович,m,2757,Отделение наук о Земле РАН,NA,NA
Величковский Борис Митрофанович,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60510.ln-ru,Митрофанович,m,2758,Отделение нанотехнологий и информационных технологий РАН,http://www.expertcorps.ru/science/whoiswho/info/48816,22
Вельтман Александр Фомич,1854,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49852.ln-ru,Фомич,m,2759,NA,NA,NA
Венгерский Вадим Владимирович,1981,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49855.ln-ru,Владимирович,m,2760,NA,NA,NA
Венедиктов Дмитрий Дмитриевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63185.ln-ru,Дмитриевич,m,2761,Отделение медицинских наук РАН,NA,NA
Верба Владимир Степанович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64146.ln-ru,Степанович,m,2762,NA,NA,NA
Веревкин Михаил Иванович,1783,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49322.ln-ru,Иванович,m,2763,NA,NA,NA
Веретенников Виктор Григорьевич,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53834.ln-ru,Григорьевич,m,2764,NA,NA,NA
Верещака Александр Леонидович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-62029.ln-ru,Леонидович,m,2765,Отделение наук о Земле РАН,NA,NA
Вернёй (Вернёль) Филипп-Эдуард Пуллетье де,1856,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49857.ln-ru,Филипп-Эдуард,m,2766,NA,NA,NA
Вершинин Юрий Николаевич,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-692.ln-ru,Николаевич,m,2767,NA,NA,NA
Веселаго (Веселый) Феодосий Федорович,1878,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49860.ln-ru,Феодосий,m,2768,NA,NA,NA
Веселовский Николай Иванович,1914,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49864.ln-ru,Иванович,m,2769,NA,NA,NA
Веснин Андрей Юрьевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60500.ln-ru,Юрьевич,m,2770,Отделение математических наук РАН,NA,NA
Веттштейн Рихард фон,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49868.ln-ru,фон,m,2771,NA,NA,NA
Вздорнов Герольд Иванович,1994,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2591.ln-ru,Иванович,m,2772,Отделение историко-филологических наук РАН,NA,NA
Виганд Теодор,1927,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49872.ln-ru,NA,m,2773,NA,NA,NA
Видеман Густав Генрих,1883,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49874.ln-ru,Генрих,m,2774,NA,NA,NA
Визе Владимир Юльевич,1933,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49876.ln-ru,Юльевич,m,2775,NA,NA,NA
Визелер Фридрих Юлиус Август,1856,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49877.ln-ru,Юлиус,m,2776,NA,NA,NA
Викторов Алексей Егорович,1879,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49879.ln-ru,Егорович,m,2777,NA,NA,NA
Викторов Георгий Александрович,1972,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49880.ln-ru,Александрович,m,2778,NA,NA,NA
Виламовиц-Мёллендорф Энно Фридрих Вихард Ульрих фон,1907,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49881.ln-ru,Фридрих,m,2779,NA,NA,NA
Виланд Генрих Отто,1929,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49882.ln-ru,Отто,m,2780,NA,NA,NA
Вильбрехт Александр Михайлович,1814,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49884.ln-ru,Михайлович,m,2781,NA,NA,NA
Вилькен Ульрих,1931,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49888.ln-ru,NA,m,2782,NA,NA,NA
Вилькен Фридрих,1837,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49889.ln-ru,NA,m,2783,NA,NA,NA
Вильштеттер Рихард Мартин,1923,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49891.ln-ru,Мартин,m,2784,NA,NA,NA
Винберг Георгий Георгиевич,1976,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49893.ln-ru,Георгиевич,m,2785,NA,NA,NA
Виннеке Август Федорович (Фридрих Август Теодор),1864,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49894.ln-ru,Федорович,m,2786,NA,NA,NA
Виноградов Валерий Николаевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63039.ln-ru,Николаевич,m,2787,NA,NA,NA
Виноградов Виктор Алексеевич,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-57890.ln-ru,Алексеевич,m,2788,NA,NA,NA
Виноградов Евгений Андреевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-483.ln-ru,Андреевич,m,2789,NA,http://www.expertcorps.ru/science/whoiswho/info/39741,18
Виноградский Сергей Николаевич,1894,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49899.ln-ru,Николаевич,m,2790,NA,NA,NA
Винокуров Николай Александрович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61560.ln-ru,Александрович,m,2791,Отделение физических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/42003,24
Виолле Поль-Мари,1912,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49902.ln-ru,NA,m,2792,NA,NA,NA
Вирхов Рудольф Людвиг Карл,1881,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49905.ln-ru,Людвиг,m,2793,NA,NA,NA
Виснер Юлиус фон,1912,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49907.ln-ru,фон,m,2794,NA,NA,NA
"Витт Жан-Жозеф-Мари-Антуан де, барон",1875,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49908.ln-ru,"де,",m,2795,NA,NA,NA
Вихерт Иоганн Эмиль,1912,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49910.ln-ru,Эмиль,m,2796,NA,NA,NA
Вихляева Екатерина Михайловна,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63186.ln-ru,Михайловна,f,2797,Отделение медицинских наук РАН,http://www.expertcorps.ru/science/whoiswho/info/59600,6
