name,year,type,link,second_name,sex,id,department,link2,hirsh
Чудаков Евгений Алексеевич,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52712.ln-ru,Алексеевич,m,2099,NA,NA,NA
Чупахин Олег Николаевич,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1186.ln-ru,Николаевич,m,2100,Отделение химии и наук о материалах РАН,http://www.expertcorps.ru/science/whoiswho/info/40694,29
Чурбанов Михаил Федорович,2008,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1352.ln-ru,Федорович,m,2101,NA,http://www.expertcorps.ru/science/whoiswho/info/48280,24
Чуфрин Геннадий Илларионович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2236.ln-ru,Илларионович,m,2102,NA,NA,NA
Чухров Федор Васильевич,1970,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52717.ln-ru,Васильевич,m,2103,NA,NA,NA
Чучалин Александр Григорьевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62793.ln-ru,Григорьевич,m,2104,Отделение медицинских наук РАН,http://www.expertcorps.ru/science/whoiswho/info/41410,35
Шабалин Владимир Николаевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62794.ln-ru,Николаевич,m,2105,Отделение медицинских наук РАН,NA,NA
Шабанов Василий Филиппович,2003,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-401.ln-ru,Филиппович,m,2106,Отделение химии и наук о материалах РАН,http://www.expertcorps.ru/science/whoiswho/info/48281,16
Шабров Александр Владимирович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62795.ln-ru,Владимирович,m,2107,Отделение медицинских наук РАН,NA,NA
Шабунин Сергей Викторович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62961.ln-ru,Викторович,m,2108,NA,NA,NA
Шайн Григорий Абрамович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52720.ln-ru,Абрамович,m,2109,NA,NA,NA
Шалагин Анатолий Михайлович,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-402.ln-ru,Михайлович,m,2110,Отделение физических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/42666,22
Шальников Александр Иосифович,1979,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52722.ln-ru,Иосифович,m,2111,NA,NA,NA
Шандала Михаил Георгиевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62796.ln-ru,Георгиевич,m,2112,Отделение медицинских наук РАН,NA,NA
Шапошников Владимир Николаевич,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52729.ln-ru,Николаевич,m,2113,NA,NA,NA
Шарвин Юрий Васильевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52731.ln-ru,Васильевич,m,2114,NA,NA,NA
Шарков Борис Юрьевич,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-643.ln-ru,Юрьевич,m,2115,NA,http://www.expertcorps.ru/science/whoiswho/info/42840,22
Шарманов Турегельды Шарманович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62609.ln-ru,Шарманович,m,2116,Отделение медицинских наук РАН,NA,NA
Шармуа Франц Францевич (Франсуа-Бернар),NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52732.ln-ru,Францевич,m,2117,NA,NA,NA
Шаталин Станислав Сергеевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52735.ln-ru,Сергеевич,m,2118,NA,NA,NA
Шатский Николай Сергеевич,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52737.ln-ru,Сергеевич,m,2119,NA,NA,NA
Шафаревич Игорь Ростиславович,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-46863.ln-ru,Ростиславович,m,2120,NA,NA,NA
Шафранов Виталий Дмитриевич,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-337.ln-ru,Дмитриевич,m,2121,NA,NA,NA
Шахматов Алексей Александрович,1897,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52740.ln-ru,Александрович,m,2122,NA,NA,NA
Шварц Станислав Семенович,1970,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52745.ln-ru,Семенович,m,2123,NA,NA,NA
Шведова Наталия Юльевна,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2586.ln-ru,Юльевна,f,2124,NA,NA,NA
Швейкин Геннадий Петрович,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1346.ln-ru,Петрович,m,2125,Отделение химии и наук о материалах РАН,http://www.expertcorps.ru/science/whoiswho/info/48282,20
Швец Виталий Иванович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62797.ln-ru,Иванович,m,2126,Отделение медицинских наук РАН,http://www.expertcorps.ru/science/whoiswho/info/59558,18
Шевелев Игорь Александрович,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1832.ln-ru,Александрович,m,2127,NA,NA,NA
Шевелуха Виктор Степанович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62962.ln-ru,Степанович,m,2128,NA,NA,NA
Шевченко Владимир Ярославович,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1354.ln-ru,Ярославович,m,2129,NA,NA,NA
Шевченко Юрий Леонидович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62798.ln-ru,Леонидович,m,2130,Отделение медицинских наук РАН,NA,NA
Шевырев Степан Петрович,1847,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52750.ln-ru,Петрович,m,2131,NA,NA,NA
Шевяков Лев Дмитриевич,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52752.ln-ru,Дмитриевич,m,2132,NA,NA,NA
Шёгрен Андрей Михайлович (Иоганн Андреас),1831,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52767.ln-ru,Михайлович,m,2133,NA,NA,NA
Шейндлин Александр Ефимович,1974,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-661.ln-ru,Ефимович,m,2134,NA,NA,NA
Шемякин Евгений Иванович,1984,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1908.ln-ru,Иванович,m,2135,NA,NA,NA
Шемякин Михаил Михайлович,1958,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52755.ln-ru,Михайлович,m,2136,NA,NA,NA
Шенфер Клавдий Ипполитович,1932,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52757.ln-ru,Ипполитович,m,2137,NA,NA,NA
Шереметьевский Николай Николаевич,1984,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-876.ln-ru,Николаевич,m,2138,NA,NA,NA
Шерер Александр Иванович (Александр Николаус),1807,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52760.ln-ru,Иванович,m,2139,NA,NA,NA
Шестаков Сергей Васильевич,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1658.ln-ru,Васильевич,m,2140,Отделение биологических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/44726,23
Шестаков Сергей Васильевич,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1658.ln-ru,Васильевич,m,2140,Отделение сельскохозяйственных наук РАН,http://www.expertcorps.ru/science/whoiswho/info/44726,23
Шестакова Марина Владимировна,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63369.ln-ru,Владимировна,f,2141,NA,http://www.expertcorps.ru/science/whoiswho/info/59332,27
Шестаковский Иосиф (Иванович),NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52764.ln-ru,(Иванович),m,2142,NA,NA,NA
Шеуджен Асхад Хазретович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63149.ln-ru,Хазретович,m,2143,NA,NA,NA
Шило Николай Алексеевич,1970,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-82.ln-ru,Алексеевич,m,2144,NA,NA,NA
Шилов Александр Евгеньевич,1990,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1156.ln-ru,Евгеньевич,m,2145,NA,NA,NA
Шилов Игорь Александрович,1994,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1673.ln-ru,Александрович,m,2146,NA,NA,NA
Шиманский Юлиан Александрович,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52771.ln-ru,Александрович,m,2147,NA,NA,NA
Шимкевич Владимир Михайлович,1920,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52772.ln-ru,Михайлович,m,2148,NA,NA,NA
Шипунов Аркадий Георгиевич,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-813.ln-ru,Георгиевич,m,2149,NA,NA,NA
Ширинский-Шихматов Платон Александрович,1841,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52775.ln-ru,Александрович,m,2150,NA,NA,NA
Ширков Дмитрий Васильевич,1994,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-589.ln-ru,Васильевич,m,2151,NA,NA,NA
Ширшов Петр Петрович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52221.ln-ru,Петрович,m,2152,NA,NA,NA
Ширяев Альберт Николаевич,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-246.ln-ru,Николаевич,m,2153,Отделение математических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40514,46
Шифнер Антон Антонович (Франц Антон),1854,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52777.ln-ru,Антонович,m,2154,NA,NA,NA
Шицкова Анастасия Павловна,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62799.ln-ru,Павловна,f,2155,NA,NA,NA
Шишмарев Владимир Федорович,1946,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52781.ln-ru,Федорович,m,2156,NA,NA,NA
Шкурупий Вячеслав Алексеевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62800.ln-ru,Алексеевич,m,2157,Отделение медицинских наук РАН,NA,NA
Шлегельмильх Александр Карлович,1812,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52785.ln-ru,Карлович,m,2158,NA,NA,NA
Шлёцер Август Людвиг,NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52789.ln-ru,Людвиг,m,2159,NA,NA,NA
Шляхто Евгений Владимирович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62801.ln-ru,Владимирович,m,2160,Отделение медицинских наук РАН,http://www.expertcorps.ru/science/whoiswho/info/59563,29
Шмальгаузен Иван Иванович,1935,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52793.ln-ru,Иванович,m,2161,NA,NA,NA
Шмелев Дмитрий Николаевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52795.ln-ru,Николаевич,m,2162,NA,NA,NA
Шмелёв Николай Петрович,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2497.ln-ru,Петрович,m,2163,NA,NA,NA
Шмидт Отто Юльевич,1935,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52800.ln-ru,Юльевич,m,2164,NA,NA,NA
Шмидт Федор Богданович (Фридрих Карл),1874,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52801.ln-ru,Богданович,m,2165,NA,NA,NA
Шмидт Якоб Фридрих,NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52802.ln-ru,Фридрих,m,2166,NA,NA,NA
Шмидт Яков Иванович (Исаак Якоб),1831,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52803.ln-ru,Иванович,m,2167,NA,NA,NA
Шокин Юрий Иванович,1994,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-982.ln-ru,Иванович,m,2168,NA,NA,NA
Шолохов Михаил Александрович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52812.ln-ru,Александрович,m,2169,NA,NA,NA
Шорин Владимир Павлович,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-784.ln-ru,Павлович,m,2170,"Отделение энергетики, машиностроения, механики и процессов управления РАН",NA,NA
Шорыгин Павел Полиевктович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52814.ln-ru,Полиевктович,m,2171,NA,NA,NA
Шпак Владимир Степанович,1981,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1187.ln-ru,Степанович,m,2172,NA,NA,NA
Шренк Леопольд Иванович,1863,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52818.ln-ru,Иванович,m,2173,NA,NA,NA
Штарк Маркс Борисович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62802.ln-ru,Борисович,m,2174,Отделение медицинских наук РАН,NA,NA
Штелин Яков (Якоб) Яковлевич,NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52830.ln-ru,(Якоб),m,2175,NA,NA,NA
Штерн Лина Соломоновна,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52833.ln-ru,Соломоновна,f,2176,NA,NA,NA
Шторх Андрей Карлович (Генрих Фридрих),1804,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52836.ln-ru,Карлович,m,2177,NA,NA,NA
Штраух Александр Александрович,1870,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52837.ln-ru,Александрович,m,2178,NA,NA,NA
Штрубе де Пирмон Фридрих Генрих,NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52839.ln-ru,Пирмон,m,2179,NA,NA,NA
Шуберт Федор Иванович (Фридрих Теодор),1803,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52842.ln-ru,Иванович,m,2180,NA,NA,NA
Шубников Алексей Васильевич,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52845.ln-ru,Васильевич,m,2181,NA,NA,NA
Шувалов Владимир Анатольевич,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1475.ln-ru,Анатольевич,m,2182,Отделение биологических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40792,45
Шувалов Владимир Анатольевич,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1475.ln-ru,Анатольевич,m,2182,Отделение сельскохозяйственных наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40792,45
Шулейкин Василий Владимирович,1946,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52848.ln-ru,Владимирович,m,2183,NA,NA,NA
Шулейкин Михаил Васильевич,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52849.ln-ru,Васильевич,m,2184,NA,NA,NA
Шульц Михаил Михайлович,1979,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1340.ln-ru,Михайлович,m,2185,NA,NA,NA
Шумаков Валерий Иванович,1994,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1847.ln-ru,Иванович,m,2186,NA,NA,NA
Шумный Владимир Константинович,1990,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1674.ln-ru,Константинович,m,2187,Отделение биологических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/48352,13
Шумный Владимир Константинович,1990,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1674.ln-ru,Константинович,m,2187,Отделение сельскохозяйственных наук РАН,http://www.expertcorps.ru/science/whoiswho/info/48352,13
Шутьков Анатолий Антонович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62963.ln-ru,Антонович,m,2188,NA,NA,NA
Щеглов Алексей Дмитриевич,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52860.ln-ru,Дмитриевич,m,2189,NA,NA,NA
Щеголев Игорь Фомич,1994,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52863.ln-ru,Фомич,m,2190,NA,NA,NA
Щедрин Вячеслав Николаевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62964.ln-ru,Николаевич,m,2191,NA,NA,NA
Щепин Олег Прокопьевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62803.ln-ru,Прокопьевич,m,2192,NA,NA,NA
Щерба Лев Владимирович,1943,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52866.ln-ru,Владимирович,m,2193,NA,NA,NA
Щербаков Дмитрий Иванович,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52867.ln-ru,Иванович,m,2194,NA,NA,NA
Щербаков Иван Александрович,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-404.ln-ru,Александрович,m,2195,NA,http://www.expertcorps.ru/science/whoiswho/info/48170,30
Щербатской Федор Ипполитович,1918,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52869.ln-ru,Ипполитович,m,2196,NA,NA,NA
Щербук Юрий Александрович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63376.ln-ru,Александрович,m,2197,NA,NA,NA
Щукин Александр Николаевич,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52872.ln-ru,Николаевич,m,2198,NA,NA,NA
Щусев Алексей Викторович,1943,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52873.ln-ru,Викторович,m,2199,NA,NA,NA
Эйлер Иоганн Альбрехт,NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52884.ln-ru,Альбрехт,m,2200,NA,NA,NA
Эйлер Леонард,NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52885.ln-ru,NA,m,2201,NA,NA,NA
Элиашберг Герасим Матвеевич,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-405.ln-ru,Матвеевич,m,2202,Отделение физических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40571,31
Эмануэль Николай Маркович,1966,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52892.ln-ru,Маркович,m,2203,NA,NA,NA
Энгельгардт Владимир Александрович,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52899.ln-ru,Александрович,m,2204,NA,NA,NA
Энеев Тимур Магометович,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-814.ln-ru,Магометович,m,2205,"Отделение энергетики, машиностроения, механики и процессов управления РАН",NA,NA
Энтов Револьд Михайлович,1994,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2504.ln-ru,Михайлович,m,2206,NA,NA,NA
Эпинус Франц Ульрих Теодор,NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52906.ln-ru,Ульрих,m,2207,NA,NA,NA
Эпов Михаил Иванович,2006,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2886.ln-ru,Иванович,m,2208,NA,NA,NA
Юдин Павел Федорович,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52922.ln-ru,Федорович,m,2209,NA,NA,NA
Юнкер Готлоб Фридрих Вильгельм,NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52924.ln-ru,Фридрих,m,2210,NA,NA,NA
Юнусов Марат Сабирович,2003,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1224.ln-ru,Сабирович,m,2211,Отделение химии и наук о материалах РАН,http://www.expertcorps.ru/science/whoiswho/info/48283,16
Юркив Василий Андреевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62804.ln-ru,Андреевич,m,2212,NA,NA,NA
Юрьев Борис Николаевич,1943,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52926.ln-ru,Николаевич,m,2213,NA,NA,NA
Юшкин Николай Павлович,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1909.ln-ru,Павлович,m,2214,NA,NA,NA
Ющук Николай Дмитриевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62805.ln-ru,Дмитриевич,m,2215,NA,NA,NA
Ягич Игнатий Викентьевич (Ватрослав),1880,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52932.ln-ru,Викентьевич,m,2216,NA,NA,NA
Языков Дмитрий Иванович,1841,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52933.ln-ru,Иванович,m,2217,NA,NA,NA
Яицкий Николай Антонович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62806.ln-ru,Антонович,m,2218,Отделение медицинских наук РАН,NA,NA
Якоби Борис Семенович (Мориц Герман),1842,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52935.ln-ru,Семенович,m,2219,NA,NA,NA
Якобсон Григорий Семенович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62807.ln-ru,Семенович,m,2220,NA,NA,NA
Яковлев Александр Николаевич,1990,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2493.ln-ru,Николаевич,m,2221,NA,NA,NA
Яковлев Александр Сергеевич,1976,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52940.ln-ru,Сергеевич,m,2222,NA,NA,NA
Яковлев Сергей Васильевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1347.ln-ru,Васильевич,m,2223,NA,NA,NA
Якушев Виктор Петрович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62965.ln-ru,Петрович,m,2224,NA,NA,NA
Якушенко Евгений Иванович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62002.ln-ru,Иванович,m,2225,"Отделение энергетики, машиностроения, механики и процессов управления РАН",NA,NA
Яландин Михаил Иванович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-53905.ln-ru,Иванович,m,2226,Отделение физических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/42030,32
Ямов Василий Захарович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62966.ln-ru,Захарович,m,2227,NA,NA,NA
Янгель Михаил Кузьмич,1966,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52947.ln-ru,Кузьмич,m,2228,NA,NA,NA
Яненко Николай Николаевич,1970,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52948.ln-ru,Николаевич,m,2229,NA,NA,NA
Янжул Иван Иванович,1895,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52949.ln-ru,Иванович,m,2230,NA,NA,NA
Янин Валентин Лаврентьевич,1990,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-57.ln-ru,Лаврентьевич,m,2231,Отделение историко-филологических наук РАН,NA,NA
Янковский Иван Евстафьевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62967.ln-ru,Евстафьевич,m,2232,NA,NA,NA
Янковский Николай Казимирович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-58512.ln-ru,Казимирович,m,2233,Отделение биологических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/45376,17
Янковский Николай Казимирович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-58512.ln-ru,Казимирович,m,2233,Отделение сельскохозяйственных наук РАН,http://www.expertcorps.ru/science/whoiswho/info/45376,17
Янов Юрий Константинович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63378.ln-ru,Константинович,m,2234,Отделение медицинских наук РАН,NA,NA
Яншин Александр Леонидович,1958,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-83.ln-ru,Леонидович,m,2235,NA,NA,NA
Яременко Юрий Васильевич,1994,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52953.ln-ru,Васильевич,m,2236,NA,NA,NA
Ярмолюк Владимир Викторович,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-58690.ln-ru,Викторович,m,2237,Отделение наук о Земле РАН,http://www.expertcorps.ru/science/whoiswho/info/41198,35
Ярославский Емельян Михайлович (партийный и литературный псевдоним с 1905 г.; настоящая фамилия Губельман Миней Израилевич),1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52954.ln-ru,Михайлович,m,2238,NA,NA,NA
Ярцов Януарий Осипович,NA,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52229.ln-ru,Осипович,m,2239,NA,NA,NA
Яхно Николай Николаевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62808.ln-ru,Николаевич,m,2240,Отделение медицинских наук РАН,http://www.expertcorps.ru/science/whoiswho/info/55037,17
Абагян Армен Артаваздович,1997,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-688.ln-ru,Артаваздович,m,2241,NA,NA,NA
Абалакин Виктор Кузьмич,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-153.ln-ru,Кузьмич,m,2242,NA,NA,NA
Абасов Митат Теймур оглы,1984,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1937.ln-ru,Теймур,m,2243,NA,NA,NA
Абгарян Карлен Арамович,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49273.ln-ru,Арамович,m,2244,NA,NA,NA
Абдергальден Эмиль,1925,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49274.ln-ru,NA,m,2245,NA,NA,NA
Абдуллаев Гасан Мамед Багир оглы,1970,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49275.ln-ru,Мамед,m,2246,NA,NA,NA
Абдуллаев Хабиб Мухамедович,1958,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49276.ln-ru,Мухамедович,m,2247,NA,NA,NA
Абель Отенио,1927,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49277.ln-ru,NA,m,2248,NA,NA,NA
Абов Юрий Георгиевич,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-581.ln-ru,Георгиевич,m,2249,Отделение физических наук РАН,NA,NA
Абонеев Василий Васильевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63015.ln-ru,Васильевич,m,2250,NA,NA,NA
Абрамов Сергей Михайлович,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58660.ln-ru,Михайлович,m,2251,NA,NA,NA
Абрамова Ирина Олеговна,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58350.ln-ru,Олеговна,f,2252,президиум,NA,NA
Абрамович Дмитрий Иванович,1921,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49279.ln-ru,Иванович,m,2253,NA,NA,NA
Авакян Артавазд Аршакович,1946,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49281.ln-ru,Аршакович,m,2254,NA,NA,NA
Аванесов Рубен Иванович,1958,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49282.ln-ru,Иванович,m,2255,NA,NA,NA
Авдеев Валентин Николаевич,1958,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49283.ln-ru,Николаевич,m,2256,NA,NA,NA
Авдеев Сергей Николаевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64279.ln-ru,Николаевич,m,2257,Отделение медицинских наук РАН,NA,NA
Авен Олег Иванович,1984,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49284.ln-ru,Иванович,m,2258,NA,NA,NA
Авенариус Михаил Петрович,1876,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49285.ln-ru,Петрович,m,2259,NA,NA,NA
Аветисян Арутюн Ишханович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-57727.ln-ru,Ишханович,m,2260,NA,NA,NA
Авилов Вячеслав Михайлович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63017.ln-ru,Михайлович,m,2261,NA,NA,NA
Авраменко Валентин Александрович,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60534.ln-ru,Александрович,m,2262,NA,NA,NA
Аврорин Валентин Александрович,1964,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49287.ln-ru,Александрович,m,2263,NA,NA,NA
