name,year,type,link,second_name,sex,id
Молдован Александр Михайлович,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2612.ln-ru,Михайлович,m,1270
Молин Юрий Николаевич,1981,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1181.ln-ru,Николаевич,m,1271
Молодин Вячеслав Иванович,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2210.ln-ru,Иванович,m,1272
Монаков Юрий Борисович,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1182.ln-ru,Борисович,m,1273
Монахов Валентин Николаевич,2003,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-849.ln-ru,Николаевич,m,1274
Монин Андрей Сергеевич,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2123.ln-ru,Сергеевич,m,1275
Мороз Борис Борисович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62720.ln-ru,Борисович,m,1276
Мороз Василий Андреевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62896.ln-ru,Андреевич,m,1277
Морозов Никита Федорович,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-850.ln-ru,Федорович,m,1278
Морозов Николай Михайлович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62897.ln-ru,Михайлович,m,1279
Мотонис Николай Николаевич,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51394.ln-ru,Николаевич,m,1280
Мохов Игорь Иванович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2124.ln-ru,Иванович,m,1281
Мошетова Лариса Константиновна,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62721.ln-ru,Константиновна,f,1282
Музафаров Азиз Мансурович,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49203.ln-ru,Мансурович,m,1283
Мула Фредерик (Фридрих),,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51399.ln-ru,(Фридрих),m,1284
Мурчисон Родерик Импи,1845,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51403.ln-ru,Импи,m,1285
Мусхелишвили Николай Иванович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51407.ln-ru,Иванович,m,1286
Мухин Николай Алексеевич,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62051.ln-ru,Алексеевич,m,1287
Мушников Николай Варфоломеевич,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-61033.ln-ru,Варфоломеевич,m,1288
Мясников Вениамин Петрович,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-251.ln-ru,Петрович,m,1289
Мясников Владимир Степанович,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-135.ln-ru,Степанович,m,1290
Мясоедов Борис Федорович,1994,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-84.ln-ru,Федорович,m,1291
Мясоедов Николай Федорович,2003,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1522.ln-ru,Федорович,m,1292
Навашин Сергей Гаврилович,1918,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51422.ln-ru,Гаврилович,m,1293
Надирадзе Александр Давидович,1981,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51426.ln-ru,Давидович,m,1294
Надсон Георгий Адамович,1929,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51427.ln-ru,Адамович,m,1295
Надыкта Владимир Дмитриевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62898.ln-ru,Дмитриевич,m,1296
Назаренко Владимир Андреевич,2006,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-585.ln-ru,Андреевич,m,1297
Назаренко Герасим Игоревич,2008,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-53783.ln-ru,Игоревич,m,1298
Назаров Иван Николаевич,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51428.ln-ru,Николаевич,m,1299
Накоряков Владимир Елиферьевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-682.ln-ru,Елиферьевич,m,1300
Наливкин Дмитрий Васильевич,1946,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51429.ln-ru,Васильевич,m,1301
Намазова-Баранова Лейла Сеймуровна,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63291.ln-ru,Сеймуровна,f,1302
Наметкин Сергей Семенович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51432.ln-ru,Семенович,m,1303
Нарочницкий Алексей Леонтьевич,1972,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51435.ln-ru,Леонтьевич,m,1304
Насонов Евгений Львович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62722.ln-ru,Львович,m,1305
Насонов Николай Викторович,1906,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51438.ln-ru,Викторович,m,1306
Нассе Иоганн Фридрих Вильгельм,1810,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51439.ln-ru,Фридрих,m,1307
Наточин Юрий Викторович,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-38.ln-ru,Викторович,m,1308
Наук Август Карлович (Иоганн Август),1858,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51442.ln-ru,Карлович,m,1309
Наумкин Виталий Вячеславович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2292.ln-ru,Вячеславович,m,1310
Наумов Борис Николаевич,1984,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51445.ln-ru,Николаевич,m,1311
Негин Евгений Аркадьевич,1979,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51453.ln-ru,Аркадьевич,m,1312
Недоспасов Сергей Артурович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-53858.ln-ru,Артурович,m,1313
Незнамов Василий Петрович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-61972.ln-ru,Петрович,m,1314
Нейман Леонид Робертович,1970,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51459.ln-ru,Робертович,m,1315
Некипелов Александр Дмитриевич,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2408.ln-ru,Дмитриевич,m,1316
Некрасов Александр Иванович,1946,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51462.ln-ru,Иванович,m,1317
Некрасов Николай Николаевич,1968,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51464.ln-ru,Николаевич,m,1318
Немчинов Василий Сергеевич,1946,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51468.ln-ru,Сергеевич,m,1319
Нерсесянц Владик Сумбатович,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2335.ln-ru,Сумбатович,m,1320
Несмеянов Александр Николаевич,1943,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51474.ln-ru,Николаевич,m,1321
Нестерихин Юрий Ефремович,1981,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-324.ln-ru,Ефремович,m,1322
Нефедов Вадим Иванович,2003,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1394.ln-ru,Иванович,m,1323
Нефедов Олег Матвеевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52962.ln-ru,Матвеевич,m,1324
Нечкина Милица Васильевна,1958,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51480.ln-ru,Васильевна,f,1325
Нигматулин Роберт Искандрович,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-774.ln-ru,Искандрович,m,1326
Никитенко Александр Васильевич,1855,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51513.ln-ru,Васильевич,m,1327
Никитин Василий Петрович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51515.ln-ru,Петрович,m,1328
Никитин Петр Васильевич,1892,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51517.ln-ru,Васильевич,m,1329
Никитин Юрий Петрович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62723.ln-ru,Петрович,m,1330
Никитский Александр Васильевич,1917,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51519.ln-ru,Васильевич,m,1331
Никифоров Александр Сергеевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51520.ln-ru,Сергеевич,m,1332
Николаев Анатолий Васильевич,1966,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51485.ln-ru,Васильевич,m,1333
Николаев Георгий Александрович,1979,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51487.ln-ru,Александрович,m,1334
Николаи Андрей Львович (Генрих Людвиг) фон,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51524.ln-ru,Львович,m,1335
Никольский Борис Петрович,1968,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51527.ln-ru,Петрович,m,1336
Никольский Евгений Евгеньевич,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-58680.ln-ru,Евгеньевич,m,1337
Никольский Николай Константинович,1916,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51529.ln-ru,Константинович,m,1338
Никольский Николай Николаевич,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1470.ln-ru,Николаевич,m,1339
Никольский Сергей Михайлович,1972,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-214.ln-ru,Михайлович,m,1340
Никонов Александр Александрович,1984,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51532.ln-ru,Александрович,m,1341
Новаков Иван Александрович,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-53846.ln-ru,Александрович,m,1342
Новиков Иван Иванович,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-683.ln-ru,Иванович,m,1343
Новиков Петр Сергеевич,1960,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51542.ln-ru,Сергеевич,m,1344
Новиков Сергей Петрович,1981,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-215.ln-ru,Петрович,m,1345
Новиков Юрий Васильевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62724.ln-ru,Васильевич,m,1346
Новицкий Вячеслав Викторович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62725.ln-ru,Викторович,m,1347
Новожилов Валентин Валентинович,1966,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51544.ln-ru,Валентинович,m,1348
Новожилов Генрих Васильевич,1984,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-775.ln-ru,Васильевич,m,1349
Новоселова Александра Васильевна,1970,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51546.ln-ru,Васильевна,f,1350
Новоторцев Владимир Михайлович,2008,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1410.ln-ru,Михайлович,m,1351
Ноздрачев Александр Данилович,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1825.ln-ru,Данилович,m,1352
Норов Авраам Сергеевич,1851,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51554.ln-ru,Сергеевич,m,1353
Обнорский Сергей Петрович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51564.ln-ru,Петрович,m,1354
Образцов Владимир Николаевич,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51567.ln-ru,Николаевич,m,1355
Образцов Иван Филиппович,1974,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-803.ln-ru,Филиппович,m,1356
Обреимов Иван Васильевич,1958,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51568.ln-ru,Васильевич,m,1357
Обручев Владимир Афанасьевич,1929,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51569.ln-ru,Афанасьевич,m,1358
Обухов Александр Михайлович,1970,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51572.ln-ru,Михайлович,m,1359
Оводов Юрий Семенович,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1493.ln-ru,Семенович,m,1360
Овсянников Лев Васильевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-804.ln-ru,Васильевич,m,1361
Овсянников Филипп Васильевич,1863,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51576.ln-ru,Васильевич,m,1362
Овчаренко Виктор Иванович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2999.ln-ru,Иванович,m,1363
Овчинников Лев Павлович,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1471.ln-ru,Павлович,m,1364
Овчинников Юрий Анатольевич,1970,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51577.ln-ru,Анатольевич,m,1365
Оганесян Юрий Цолакович,2003,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-615.ln-ru,Цолакович,m,1366
Оганесянц Лев Арсенович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62899.ln-ru,Арсенович,m,1367
Оганов Рафаэль Гегамович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62726.ln-ru,Гегамович,m,1368
Озерецковский Николай Яковлевич,1782,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51580.ln-ru,Яковлевич,m,1369
Ойзерман Теодор Ильич,1981,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2311.ln-ru,Ильич,m,1370
Окладников Алексей Павлович,1968,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51582.ln-ru,Павлович,m,1371
Окрепилов Владимир Валентинович,2012,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2448.ln-ru,Валентинович,m,1372
Окунь Лев Борисович,1990,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-586.ln-ru,Борисович,m,1373
Олейник Ольга Арсеньевна,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51584.ln-ru,Арсеньевна,f,1374
Ольденбург Сергей Федорович,1903,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51587.ln-ru,Федорович,m,1375
Омелянский Василий Леонидович,1923,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51595.ln-ru,Леонидович,m,1376
Онищенко Геннадий Григорьевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62727.ln-ru,Григорьевич,m,1377
Опарин Александр Иванович,1946,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51597.ln-ru,Иванович,m,1378
Орбели Иосиф Абгарович,1935,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51600.ln-ru,Абгарович,m,1379
Орбели Леон Абгарович,1935,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51601.ln-ru,Абгарович,m,1380
Орехов Александр Павлович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51602.ln-ru,Павлович,m,1381
Орликовский Александр Александрович,2006,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1141.ln-ru,Александрович,m,1382
Орлов Александр Сергеевич,1931,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51604.ln-ru,Сергеевич,m,1383
Орлов Олег Игоревич,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-59512.ln-ru,Игоревич,m,1384
Орлов Юрий Александрович,1960,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51611.ln-ru,Александрович,m,1385
Осико Вячеслав Васильевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-325.ln-ru,Васильевич,m,1386
Осинский (Оболенский) Валериан Валерианович,1932,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51615.ln-ru,Валериан,m,1387
Осипов Виктор Иванович,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1905.ln-ru,Иванович,m,1388
Осипов Геннадий Васильевич,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2308.ln-ru,Васильевич,m,1389
Осипов Юрий Сергеевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1.ln-ru,Сергеевич,m,1390
Осипьян Юрий Андреевич,1981,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-52.ln-ru,Андреевич,m,1391
Островитянов Константин Васильевич,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51622.ln-ru,Васильевич,m,1392
Островский Михаил Аркадьевич,1994,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1537.ln-ru,Аркадьевич,m,1393
Остроградский Михаил Васильевич,1830,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51625.ln-ru,Васильевич,m,1394
Охоцимский Дмитрий Евгеньевич,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-776.ln-ru,Евгеньевич,m,1395
Павлов Александр Сергеевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62728.ln-ru,Сергеевич,m,1396
Павлов Алексей Петрович,1916,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51630.ln-ru,Петрович,m,1397
Павлов Дмитрий Сергеевич,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1648.ln-ru,Сергеевич,m,1398
Павлов Иван Петрович,1907,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51632.ln-ru,Петрович,m,1399
Павлов Михаил Александрович,1932,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51634.ln-ru,Александрович,m,1400
Павловский Александр Иванович,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51638.ln-ru,Иванович,m,1401
Павловский Евгений Никанорович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51639.ln-ru,Никанорович,m,1402
Павловский Евгений Семенович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62900.ln-ru,Семенович,m,1403
Павловский Николай Николаевич,1932,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51640.ln-ru,Николаевич,m,1404
Павлюшин Владимир Алексеевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62901.ln-ru,Алексеевич,m,1405
Павский Герасим Петрович,1858,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51641.ln-ru,Петрович,m,1406
Палеев Николай Романович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62984.ln-ru,Романович,m,1407
Палладин Александр Владимирович,1942,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51650.ln-ru,Владимирович,m,1408
Палладин Владимир Иванович,1914,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51651.ln-ru,Иванович,m,1409
Паллас Петр Симон,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51652.ln-ru,Симон,m,1410
Пальмов Иван Саввич,1916,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51654.ln-ru,Саввич,m,1411
Пальцев Михаил Александрович,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1826.ln-ru,Александрович,m,1412
Панаев Владимир Иванович,1841,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51655.ln-ru,Иванович,m,1413
Пандер Христиан Иванович (Христиан Генрих),1823,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51656.ln-ru,Иванович,m,1414
Панин Александр Николаевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62902.ln-ru,Николаевич,m,1415
Панин Виктор Евгеньевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-805.ln-ru,Евгеньевич,m,1416
Панин Лев Евгеньевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62730.ln-ru,Евгеньевич,m,1417
Панков Юрий Александрович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62731.ln-ru,Александрович,m,1418
Панкратова Анна Михайловна,1953,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51659.ln-ru,Михайловна,f,1419
Панов Николай Петрович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62903.ln-ru,Петрович,m,1420
Панфилов Виктор Александрович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62904.ln-ru,Александрович,m,1421
Панченко Александр Михайлович,1991,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2581.ln-ru,Михайлович,m,1422
Панченко Владислав Яковлевич,2008,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1074.ln-ru,Яковлевич,m,1423
Панченко Леонид Федорович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62732.ln-ru,Федорович,m,1424
Папалекси Николай Дмитриевич,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51661.ln-ru,Дмитриевич,m,1425
Папцов Андрей Геннадьевич,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63102.ln-ru,Геннадьевич,m,1426
Парахин Николай Васильевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62905.ln-ru,Васильевич,m,1427
Парийский Юрий Николаевич,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-326.ln-ru,Николаевич,m,1428
Парин Василий Васильевич,1966,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51666.ln-ru,Васильевич,m,1429
Пармон Валентин Николаевич,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1154.ln-ru,Николаевич,m,1430
Парнас Якуб Оскарович,1942,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51668.ln-ru,Оскарович,m,1431
Паррот (Парро) Егор Иванович (Георг Фридрих или Жорж Фредерик),1830,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51671.ln-ru,Егор,m,1432
Пархомчук Василий Васильевич,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-616.ln-ru,Васильевич,m,1433
Паршин Алексей Николаевич,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-46862.ln-ru,Николаевич,m,1434
Патон Борис Евгеньевич,1962,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1365.ln-ru,Евгеньевич,m,1435
Пачеко (Паччеко) Рафаэль ,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51686.ln-ru,Рафаэль,m,1436
Пашин Валентин Михайлович,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-777.ln-ru,Михайлович,m,1437
Пейве Александр Вольдемарович,1964,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51691.ln-ru,Вольдемарович,m,1438
Пейве Ян Вольдемарович,1966,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51692.ln-ru,Вольдемарович,m,1439
Пекарский Петр Петрович,1864,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51693.ln-ru,Петрович,m,1440
Пенчуков Виктор Макарович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62906.ln-ru,Макарович,m,1441
Перевощиков Дмитрий Матвеевич,1855,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51701.ln-ru,Матвеевич,m,1442
Передерий Григорий Петрович,1943,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51702.ln-ru,Петрович,m,1443
Перель Владимир Иделевич,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-377.ln-ru,Иделевич,m,1444
Перетц Владимир Николаевич,1914,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51703.ln-ru,Николаевич,m,1445
Першукевич Петр Михайлович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62907.ln-ru,Михайлович,m,1446
Петеркова Валентина Александровна,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63306.ln-ru,Александровна,f,1447
Петерс Христиан Иванович (Христиан Август Фридрих),1847,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51708.ln-ru,Иванович,m,1448
Петраков Николай Яковлевич,1990,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2398.ln-ru,Яковлевич,m,1449
Петриков Александр Васильевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62908.ln-ru,Васильевич,m,1450
Петров Александр Александрович,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-999.ln-ru,Александрович,m,1451
Петров Андрей Николаевич,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63103.ln-ru,Николаевич,m,1452
Петров Борис Николаевич,1960,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51492.ln-ru,Николаевич,m,1453
Петров Василий Владимирович,1809,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51493.ln-ru,Владимирович,m,1454
Петров Владимир Иванович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-53551.ln-ru,Иванович,m,1455
Петров Владимир Иванович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62909.ln-ru,Иванович,m,1456
Петров Георгий Иванович,1958,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51710.ln-ru,Иванович,m,1457
Петров Олег Фёдорович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-60542.ln-ru,Фёдорович,m,1458
Петров Рэм Викторович,1984,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-13.ln-ru,Викторович,m,1459
Петрова Людмила Николаевна,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62910.ln-ru,Николаевна,f,1460
Петровский Борис Васильевич,1966,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1843.ln-ru,Васильевич,m,1461
Петровский Гурий Тимофеевич,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1366.ln-ru,Тимофеевич,m,1462
Петровский Иван Георгиевич,1946,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51717.ln-ru,Георгиевич,m,1463
Петрушевский Дмитрий Моисеевич,1929,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51721.ln-ru,Моисеевич,m,1464
Петрянов-Соколов Игорь Васильевич,1966,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51722.ln-ru,Васильевич,m,1465
Пешехонов Владимир Григорьевич,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-853.ln-ru,Григорьевич,m,1466
Пивоваров Виктор Федорович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62911.ln-ru,Федорович,m,1467
Пивоваров Юрий Петрович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62733.ln-ru,Петрович,m,1468
Пивоваров Юрий Сергеевич,2006,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-97.ln-ru,Сергеевич,m,1469
Пилюгин Николай Алексеевич,1966,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51733.ln-ru,Алексеевич,m,1470
Пиотровский Борис Борисович,1970,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51735.ln-ru,Борисович,m,1471
Пиотровский Михаил Борисович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2228.ln-ru,Борисович,m,1472
Пирадов Михаил Александрович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63308.ln-ru,Александрович,m,1473
Пирузян Лев Арамович,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1854.ln-ru,Арамович,m,1474
Писарев Юрий Алексеевич,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51739.ln-ru,Алексеевич,m,1475
Писаренко Анатолий Иванович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62912.ln-ru,Иванович,m,1476
Писаржевский Лев Владимирович,1930,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51740.ln-ru,Владимирович,m,1477
Питаевский Лев Петрович,1990,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-327.ln-ru,Петрович,m,1478
Пичета Владимир Иванович,1946,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-51742.ln-ru,Иванович,m,1479
Платонов Владимир Петрович,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-217.ln-ru,Петрович,m,1480
