name,year,type,link,second_name,sex,id
Головко Евгений Васильевич,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61835.ln-ru,Васильевич,m,2984
Головнёв Андрей Владимирович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53885.ln-ru,Владимирович,m,2985
Головнин Василий Михайлович,1818,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50162.ln-ru,Михайлович,m,2986
Головнин Михаил Юрьевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61942.ln-ru,Юрьевич,m,2987
Голубев Владимир Васильевич,1934,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50163.ln-ru,Васильевич,m,2988
Голубев Степан (Стефан) Тимофеевич,1908,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50164.ln-ru,(Стефан),m,2989
Голубков Сергей Михайлович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-62015.ln-ru,Михайлович,m,2990
Голубцов Вячеслав Алексеевич,1953,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50166.ln-ru,Алексеевич,m,2991
Голунский Сергей Александрович,1939,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50167.ln-ru,Александрович,m,2992
Голухов Георгий Натанович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63198.ln-ru,Натанович,m,2993
Гольджи Камилло ,1905,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50170.ln-ru,"",m,2994
Гольдциер Игнац ,1897,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50171.ln-ru,"",m,2995
Гольдшмидт Виктор ,1912,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50172.ln-ru,"",m,2996
Гольдшмидт Виктор Мориц,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50173.ln-ru,Мориц,m,2997
Гольдштейн Роберт Вениаминович,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-963.ln-ru,Вениаминович,m,2998
Гомперц Теодор ,1883,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50175.ln-ru,"",m,2999
Гончаров Иван Александрович,1860,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50176.ln-ru,Александрович,m,3000
Гончарова Антонина Васильевна,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63045.ln-ru,Васильевна,f,3001
Горбацевич Александр Алексеевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60511.ln-ru,Алексеевич,m,3002
Горбачев Иван Васильевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63046.ln-ru,Васильевич,m,3003
Горбачев Тимофей Федорович,1958,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50177.ln-ru,Федорович,m,3004
Горбунов Григорий Иванович,1972,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1943.ln-ru,Иванович,m,3005
Горбунов Дмитрий Сергеевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64134.ln-ru,Сергеевич,m,3006
Горбунова Юлия Германовна,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61156.ln-ru,Германовна,f,3007
Гордиенко Иван Власович,1997,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1944.ln-ru,Власович,m,3008
Гордягин Андрей Яковлевич,1929,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50180.ln-ru,Яковлевич,m,3009
Горелов Александр Васильевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64253.ln-ru,Васильевич,m,3010
Горини Константино ,1927,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50181.ln-ru,"",m,3011
Горинов Александр Васильевич,1939,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50182.ln-ru,Васильевич,m,3012
Горленко Михаил Владимирович,1976,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50183.ln-ru,Владимирович,m,3013
Городецкий Владимир Матвеевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63200.ln-ru,Матвеевич,m,3014
Горский Александр Васильевич,1857,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50186.ln-ru,Васильевич,m,3015
Горский Иван Иванович,1943,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50187.ln-ru,Иванович,m,3016
Горчаков Михаил Иванович,1902,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50045.ln-ru,Иванович,m,3017
Горшков Георгий Степанович,1966,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50046.ln-ru,Степанович,m,3018
Горюшкин Леонид Михайлович,1990,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2217.ln-ru,Михайлович,m,3019
Горячев Николай Анатольевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2763.ln-ru,Анатольевич,m,3020
Готвальд Иосиф (Йозеф)Федорович,1870,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50193.ln-ru,(Йозеф)Федорович,m,3021
Гофман Август Вильгельм или Уильям фон,1857,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50195.ln-ru,Вильгельм,m,3022
Гофман Иоганн Георг Эрнст,1893,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50196.ln-ru,Георг,m,3023
Гофман Иоганн Готфрид,1843,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50197.ln-ru,Готфрид,m,3024
Гощицкий Борис Николаевич,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-516.ln-ru,Николаевич,m,3025
Грабовец Анатолий Иванович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63047.ln-ru,Иванович,m,3026
Граве Дмитрий Александрович,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50200.ln-ru,Александрович,m,3027
Гранвилл (Гранвиль) Аугустус Боцци,1827,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50201.ln-ru,Аугустус,m,3028
Гранов Дмитрий Анатольевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63201.ln-ru,Анатольевич,m,3029
Грачев Владимир Александрович,1991,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1379.ln-ru,Александрович,m,3030
Гращенков (Проппер-Гращенков) Николай Иванович,1939,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50203.ln-ru,Николай,m,3031
Гращенков Виктор Николаевич,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2218.ln-ru,Николаевич,m,3032
Гребенникова Татьяна Владимировна,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64346.ln-ru,Владимировна,f,3033
Грей Аса ,1862,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50205.ln-ru,"",m,3034
Грен Элмар Янович,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50210.ln-ru,Янович,m,3035
Греч Николай Иванович,1827,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50212.ln-ru,Иванович,m,3036
Грибов Борис Георгиевич,1984,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1012.ln-ru,Георгиевич,m,3037
Грибов Владимир Наумович,1972,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50213.ln-ru,Наумович,m,3038
Грибов Лев Александрович,1997,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1192.ln-ru,Александрович,m,3039
Григолюк Эдуард Иванович,1958,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-827.ln-ru,Иванович,m,3040
Григоренко Леонид Валентинович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64135.ln-ru,Валентинович,m,3041
Григорович Виктор Иванович,1851,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50215.ln-ru,Иванович,m,3042
Григорович Дмитрий Васильевич,1888,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50216.ln-ru,Васильевич,m,3043
Григорович Константин Всеволодович,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60532.ln-ru,Всеволодович,m,3044
Григорьев Борис Афанасьевич,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61995.ln-ru,Афанасьевич,m,3045
Григорьев Валентин Александрович,1981,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50218.ln-ru,Александрович,m,3046
Григорьев Василий Васильевич,1853,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50219.ln-ru,Васильевич,m,3047
Григорьев Виктор Михайлович,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-3088.ln-ru,Михайлович,m,3048
Григорьев Евгений Георгиевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63202.ln-ru,Георгиевич,m,3049
Григулевич Иосиф Ромуальдович,1979,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50221.ln-ru,Ромуальдович,m,3050
Гримм Якоб Людвиг Карл,1854,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50224.ln-ru,Людвиг,m,3051
Гринберг Георгий Абрамович,1946,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50226.ln-ru,Абрамович,m,3052
Гринберг Руслан Семенович,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2450.ln-ru,Семенович,m,3053
Гриндель Давид Иероним,1807,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50227.ln-ru,Иероним,m,3054
Гринцер Николай Павлович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64208.ln-ru,Павлович,m,3055
Гринь Светлана Анатольевна,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64234.ln-ru,Анатольевна,f,3056
Гриценко Александр Иванович,1991,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-723.ln-ru,Иванович,m,3057
Грицко Геннадий Игнатьевич,1990,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1945.ln-ru,Игнатьевич,m,3058
Гришин Дмитрий Федорович,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58663.ln-ru,Федорович,m,3059
Громов Борис Васильевич,1991,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-3593.ln-ru,Васильевич,m,3060
Громов Сергей Пантелеймонович,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58954.ln-ru,Пантелеймонович,m,3061
Громова Лидия Дмитриевна,,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49267.ln-ru,Дмитриевна,f,3062
Громыко Алексей Анатольевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2525.ln-ru,Анатольевич,m,3063
Громыко Анатолий Андреевич,1981,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2507.ln-ru,Андреевич,m,3064
Гросс Евгений Федорович,1946,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50229.ln-ru,Федорович,m,3065
Гросул Яким Сергеевич,1966,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50232.ln-ru,Сергеевич,m,3066
Грот Джордж ,1861,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50233.ln-ru,"",m,3067
Грот Константин Яковлевич,1911,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50234.ln-ru,Яковлевич,m,3068
Грот Пауль Генрих фон,1883,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50235.ln-ru,Генрих,m,3069
Грубе Адольф Эдуард,1874,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50238.ln-ru,Эдуард,m,3070
Грубер Венцеслав (Венцель) Леопольдович,1866,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50239.ln-ru,(Венцель),m,3071
Грум-Гржимайло Владимир Ефимович,1927,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50240.ln-ru,Ефимович,m,3072
Грушка Аполлон Аполлонович,1928,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50243.ln-ru,Аполлонович,m,3073
Грэм (Грехем) Томас ,1866,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50244.ln-ru,Томас,m,3074
Грюнведель Альберт ,1908,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50247.ln-ru,"",m,3075
Губайдуллин Дамир Анварович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-889.ln-ru,Анварович,m,3076
Губин Игорь Евгеньевич,1976,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1946.ln-ru,Евгеньевич,m,3077
Гудашева Татьяна Александровна,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63203.ln-ru,Александровна,f,3078
Гудилин Евгений Алексеевич,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58672.ln-ru,Алексеевич,m,3079
Гудрич Эдвин Стефен,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50251.ln-ru,Стефен,m,3080
Гукер Джозеф Долтон,1859,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50253.ln-ru,Долтон,m,3081
Гукер Уильям Джексон,1837,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50254.ln-ru,Джексон,m,3082
Гулд Бенджамен Апторп,1875,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50255.ln-ru,Апторп,m,3083
Гулев Сергей Константинович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-62032.ln-ru,Константинович,m,3084
Гуревич Вадим Львович,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49153.ln-ru,Львович,m,3085
Гуревич Исай Израилевич,1968,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50261.ln-ru,Израилевич,m,3086
Гурина Ольга Ивановна,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64314.ln-ru,Ивановна,f,3087
Гурский Георгий Валерианович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53855.ln-ru,Валерианович,m,3088
Гурьянов Алексей Николаевич,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49211.ln-ru,Николаевич,m,3089
Гусаров Виктор Владимирович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53845.ln-ru,Владимирович,m,3090
Гусев Анатолий Алексеевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63048.ln-ru,Алексеевич,m,3091
Гусев Борис Владимирович,1991,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1380.ln-ru,Владимирович,m,3092
Гусев Николай Борисович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-59694.ln-ru,Борисович,m,3093
Гусенков Анатолий Петрович,1990,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50264.ln-ru,Петрович,m,3094
Гусманов Узбек Гусманович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63049.ln-ru,Гусманович,m,3095
Густавсон Гавриил Гавриилович,1894,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50267.ln-ru,Гавриилович,m,3096
Гуськов Геннадий Яковлевич,1984,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1013.ln-ru,Яковлевич,m,3097
Гуськова Ангелина Константиновна,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63204.ln-ru,Константиновна,f,3098
Гуськова Татьяна Анатольевна,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63205.ln-ru,Анатольевна,f,3099
Гутшмид Герман Альфред,1878,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50269.ln-ru,Альфред,m,3100
Гутыря Виктор Степанович,1953,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50270.ln-ru,Степанович,m,3101
Гушке Иммануэль Готлиб,1826,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50272.ln-ru,Готлиб,m,3102
Гущин Валентин Анатольевич,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1053.ln-ru,Анатольевич,m,3103
Гущин Виктор Владимирович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63050.ln-ru,Владимирович,m,3104
Гущин Игорь Сергеевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63206.ln-ru,Сергеевич,m,3105
Гюи Филипп-Огюст ,1913,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50275.ln-ru,"",m,3106
Гюлден Йохан Аугуст Гуго,1882,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50276.ln-ru,Аугуст,m,3107
Гюммель Арвид Давид,1828,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50278.ln-ru,Давид,m,3108
Гюнтер Альберт Карл Людвиг Готгельф,1882,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50279.ln-ru,Карл,m,3109
Гюнтер Николай Михайлович,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50280.ln-ru,Михайлович,m,3110
Давыдов Борис Николаевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63207.ln-ru,Николаевич,m,3111
Давыдов Владимир Михайлович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2499.ln-ru,Михайлович,m,3112
Давыдов Михаил Михайлович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64300.ln-ru,Михайлович,m,3113
Дайси Альберт Вэнн,1916,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50285.ln-ru,Вэнн,m,3114
Дайсон Франк Уотсон,1915,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50286.ln-ru,Уотсон,m,3115
Дайхес Николай Аркадьевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64272.ln-ru,Аркадьевич,m,3116
Даль Владимир Иванович (псевдоним Казак Луганский),1838,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50287.ln-ru,Иванович,m,3117
Дамбаев Георгий Цыренович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63208.ln-ru,Цыренович,m,3118
Дамур Огюстен-Алексис ,1876,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50288.ln-ru,"",m,3119
Дана Джеймс Дуайт,1858,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50289.ln-ru,Дуайт,m,3120
Дандамаев Магомед Абдул-Кадырович,1997,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2219.ln-ru,Абдул-Кадырович,m,3121
Данилов-Данильян Виктор Иванович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53864.ln-ru,Иванович,m,3122
Данилов Степан Николаевич,1943,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50292.ln-ru,Николаевич,m,3123
Данилян Геворг Вардкесович,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49161.ln-ru,Вардкесович,m,3124
Даничич Джуро ,1863,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50293.ln-ru,"",m,3125
Дарбу Жан-Гастон ,1895,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50294.ln-ru,"",m,3126
Дарвин Джордж Говард сэр,1907,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50295.ln-ru,Говард,m,3127
Дарвин Франсис ,1908,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50296.ln-ru,"",m,3128
Дарвин Чарлз Роберт,1867,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50297.ln-ru,Роберт,m,3129
Даревский Илья Сергеевич,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1681.ln-ru,Сергеевич,m,3130
Дарест де ла Шаванн Родольф-Мадлэн-Клеофас ,1895,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50048.ln-ru,ла,m,3131
Дастр Альбер-Жюль-Франк ,1904,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50050.ln-ru,"",m,3132
Дворецкий Джан Петрович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1833.ln-ru,Петрович,m,3133
Дворкович Александр Викторович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64144.ln-ru,Викторович,m,3134
Двуреченский Анатолий Васильевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60297.ln-ru,Васильевич,m,3135
Де Гуе Михель Ян,1886,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50301.ln-ru,Михель,m,3136
Де Фриз Гуго ,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50302.ln-ru,Гуго,m,3137
Дебай Петер Йозеф Вильгельм,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50303.ln-ru,Йозеф,m,3138
Девелей Исаак-Эммануэль-Луи ,1808,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50305.ln-ru,"",m,3139
Девериа Жан-Габриель ,1894,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50306.ln-ru,"",m,3140
Девришов Давудай Абдулсемедович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63051.ln-ru,Абдулсемедович,m,3141
Деген Карл Фердинанд,1819,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50307.ln-ru,Фердинанд,m,3142
Дегтярев Кирилл Евгеньевич,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58819.ln-ru,Евгеньевич,m,3143
Дедов Алексей Викторович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64153.ln-ru,Викторович,m,3144
Деев Сергей Михайлович,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60501.ln-ru,Михайлович,m,3145
Дей Артур Льюис,1932,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50308.ln-ru,Льюис,m,3146
Декандоль Альфонс-Луи-Пьер-Пирамю ,1858,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50310.ln-ru,"",m,3147
Декандоль Огюстен-Пирам ,1826,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50311.ln-ru,"",m,3148
Декен Жозеф ,1876,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50312.ln-ru,"",m,3149
Деклуазо (старший) Альфред-Луи-Оливье Легран,1871,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50313.ln-ru,Альфред-Луи-Оливье,m,3150
Делаж Мари-Ив ,1901,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50314.ln-ru,"",m,3151
Деландр Анри-Александр ,1914,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50316.ln-ru,"",m,3152
Делиль Леопольд-Виктор ,1892,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50317.ln-ru,"",m,3153
Дёллен Василий Карлович (Иоганн Генрих Вильгельм),1871,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50336.ln-ru,Карлович,m,3154
Делоне Борис Николаевич,1929,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50321.ln-ru,Николаевич,m,3155
Делоне Шарль-Эжен ,1871,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50322.ln-ru,"",m,3156
Делярю Уоррен ,1864,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50324.ln-ru,"",m,3157
Демаков Виталий Алексеевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-3440.ln-ru,Алексеевич,m,3158
Дементьев Виктор Евгеньевич,,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-62400.ln-ru,Евгеньевич,m,3159
Денисов Григорий Геннадьевич,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61965.ln-ru,Геннадьевич,m,3160
Деперэ Шарль-Жан-Жюльен ,1927,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50329.ln-ru,"",m,3161
Дерягин Александр Васильевич,1991,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-354.ln-ru,Васильевич,m,3162
Десницкая Агния Васильевна,1964,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50332.ln-ru,Васильевна,f,3163
Дестунис Гавриил Спиридонович,1894,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50334.ln-ru,Спиридонович,m,3164
Дефремери Шарль-Франсуа ,1860,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50335.ln-ru,"",m,3165
Джелепов Борис Сергеевич,1953,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50339.ln-ru,Сергеевич,m,3166
Джелепов Венедикт Петрович,1966,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50340.ln-ru,Петрович,m,3167
Джемилев Усеин Меметович,1990,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1193.ln-ru,Меметович,m,3168
Дженнингс Герберт Спенсер,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50341.ln-ru,Спенсер,m,3169
Джоли Джон ,1932,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50342.ln-ru,"",m,3170
Дзизинский Александр Александрович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63209.ln-ru,Александрович,m,3171
Дзялошинский Игорь Ехиельевич,1974,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-355.ln-ru,Ехиельевич,m,3172
Диденко Алексей Николаевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-57782.ln-ru,Николаевич,m,3173
Диденко Андрей Николаевич,1984,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-657.ln-ru,Николаевич,m,3174
Дидманидзе Отари Назирович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63053.ln-ru,Назирович,m,3175
Диков Николай Николаевич,1979,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50349.ln-ru,Николаевич,m,3176
Диль Шарль-Мишель ,1925,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50351.ln-ru,"",m,3177
Дильс Герман Александр,1896,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-50352.ln-ru,Александр,m,3178
