name,sci_field,year,link,sex
Карпову Евгению Викторовичу,"энергетики, машиностроения, механики и процессов управления",2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6df9b260-d7b4-4a46-bd8b-24482fc42d4d,m
"Ковтанюк Ларисе","энергетики, машиностроения, механики и процессов управления",2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6df9b260-d7b4-4a46-bd8b-24482fc42d4d,m
 Колесникову Игорю,"энергетики, машиностроения, механики и процессов управления",2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6df9b260-d7b4-4a46-bd8b-24482fc42d4d,m
"Сельвесюку Николаю","энергетики, машиностроения, механики и процессов управления",2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6df9b260-d7b4-4a46-bd8b-24482fc42d4d,m
Сидорову Денису Николаевичу,"энергетики, машиностроения, механики и процессов управления",2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6df9b260-d7b4-4a46-bd8b-24482fc42d4d,m
Федяевой Оксане Николаевне,"энергетики, машиностроения, механики и процессов управления",2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6df9b260-d7b4-4a46-bd8b-24482fc42d4d,f
Шматкову Антону Михайловичу,"энергетики, машиностроения, механики и процессов управления",2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6df9b260-d7b4-4a46-bd8b-24482fc42d4d,m
Беккер Татьяне Борисовне,науки о Земле,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=2690ea0d-5479-479d-abaf-d7ccc86a60c3,f
"Веселовскому Роману",науки о Земле,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=2690ea0d-5479-479d-abaf-d7ccc86a60c3,m
Глинских Вячеславу Николаевичу,науки о Земле,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=2690ea0d-5479-479d-abaf-d7ccc86a60c3,m
Иванову Алексею Викторовичу,науки о Земле,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=2690ea0d-5479-479d-abaf-d7ccc86a60c3,m
Коновалову Игорю Борисовичу,науки о Земле,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=2690ea0d-5479-479d-abaf-d7ccc86a60c3,m
"Макарову Александру",науки о Земле,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=2690ea0d-5479-479d-abaf-d7ccc86a60c3,m
"Огородову Станиславу",науки о Земле,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=2690ea0d-5479-479d-abaf-d7ccc86a60c3,m
Плечову Павлу Юрьевичу,науки о Земле,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=2690ea0d-5479-479d-abaf-d7ccc86a60c3,m
"Строковой Валерии",науки о Земле,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=2690ea0d-5479-479d-abaf-d7ccc86a60c3,m
Лексютиной Яне Валерьевне,глобальные проблем и международных отношений,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=875d3e44-9292-4656-8883-8c986edd1a66,f
Лукьянову Сергею Александровичу,глобальные проблем и международных отношений,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=875d3e44-9292-4656-8883-8c986edd1a66,m
Рыхтику Михаилу Ивановичу,глобальные проблем и международных отношений,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=875d3e44-9292-4656-8883-8c986edd1a66,m
Федотовой Надежде Николаевне,глобальные проблем и международных отношений,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=875d3e44-9292-4656-8883-8c986edd1a66,f
Бондарко Николаю Александровичу,историко-филологические науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=a6fa8853-49ba-4cfa-b58d-a270be7c4897,m
Зайцеву Илье Владимировичу,историко-филологические науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=a6fa8853-49ba-4cfa-b58d-a270be7c4897,m
Колобовой Ксении Анатольевне,историко-филологические науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=a6fa8853-49ba-4cfa-b58d-a270be7c4897,f
Татевосову Сергею Георгиевичу,историко-филологические науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=a6fa8853-49ba-4cfa-b58d-a270be7c4897,m
Жуковой Людмиле Григорьевне,физиологические науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=86c60380-13c1-409b-af1e-be5257f37607,f
Пантелееву Михаилу Александровичу,физиологические науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=86c60380-13c1-409b-af1e-be5257f37607,m
Алешкину Андрею Владимировичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Джувалякову Павлу Георгиевичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Зароченцевой Нине Викторовне,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,f
Захаровой Наталье Евгеньевне,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,f
Иванову Сергею Анатольевичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Киму Эдуарду Феликсовичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Кицулу Игорю Сергеевичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Колсанову Александру Владимировичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Костину Андрею Александровичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Левченко Олегу Валерьевичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Мокрышевой Наталье Георгиевне,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,f
Мудунову Али Мурадовичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Попкову Дмитрию Арнольдовичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Ребрикову Денису Владимировичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Рыбакову Евгению Геннадиевичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Рыжковой Дарье Викторовне,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,f
Самойлову Александру Сергеевичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Супоневой Наталье Александровне,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,f
Фомину Дмитрию Кирилловичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Чернышовой Алене Леонидовне,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,f
Шмакову Роману Георгиевичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Щербиной Анне Юрьевне,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,f
Юрову Ивану Юрьевичу,медицинские науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=6574c493-ecea-44c2-82f7-1c04f0a93d39,m
Абакумову Евгению Васильевичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Арисову Михаилу Владимировичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Барышеву Михаилу Геннадьевичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Боровику Александру Николаевичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Брюханову Александру Юрьевичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Глинушкину Алексею Павловичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Еремину Виктору Геннадиевичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Марченко Вячеславу Вячеславовичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Московскому Максиму Николаевичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Некрасову Роману Владимировичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Лопухину Андрею Александровичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Попову Василию Николаевичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Солдатенко Алексею Васильевичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
Токареву Юрию Сергеевичу,сельскохозяйственные науки,2018,http://www.ras.ru/presidium/documents/directions.aspx?ID=b0637144-1392-414b-9d02-1fa1e3a09a9b,m
NA,NA,NA,NA,NA
