text,link,type,time,file_name,id
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 9 февраля 2017 г. № 103/нк (биологич., мед., сельск. наук); ",http://vak.ed.gov.ru/documents/10179/0/103nk.pdf/2e62dcd3-5cc4-4a4c-8f55-c0f08dc16c3d,доктор,9 февраля 2017,103nk.pdf,312
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 9 февраля 2017 г. № 104/нк (геогр., геол-мин., техн., физ-мат., наук); ",http://vak.ed.gov.ru/documents/10179/0/104nk.pdf/a9784682-b004-4efa-b24f-87e038d3c21d,доктор,9 февраля 2017,104nk.pdf,313
Приказ Минобрнауки России о выдаче диплома кандидата наук от 9 февраля 2017 г. № 105/нк (техн. наук); ,http://vak.ed.gov.ru/documents/10179/0/105nk.pdf/4e3a5c8d-ed97-477f-86e0-13519e3787b4,кандидат,9 февраля 2017,105nk.pdf,314
"Приказ Минобрнауки России о выдаче диплома кандидата наук от 9 февраля 2017 г. № 106/нк (геогр., гео-мин., техн., физ-мат. науки); ",http://vak.ed.gov.ru/documents/10179/0/106%D0%BD%D0%BA.pdf/cb83b7cf-4afc-47f5-86aa-d9d54f8cdb5a,кандидат,9 февраля 2017,106нк.pdf,315
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 8 февраля 2017 г. № 85/нк (искусств., филолог.,эконом.) ",http://vak.ed.gov.ru/documents/10179/0/85%D0%BD%D0%BA.pdf/8aba287b-5fd5-4c2b-a656-e238730f6f5c,кандидат,8 февраля 2017,85нк.pdf,316
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 24 января 2017 г. № 38/нк (искусствов., филологич., юридич. науки) ",http://vak.ed.gov.ru/documents/10179/0/38nk.pdf/86357c37-cf74-4f35-a474-22d1ef126f37,кандидат,24 января 2017,38nk.pdf,317
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 19 января 2017 г. № 12/нк (биол.,ветер.,мед.,фарм); ",http://vak.ed.gov.ru/documents/10179/0/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%2012%D0%BD%D0%BA.pdf/190b059c-0c58-4faf-b84b-dffa47e2850d,кандидат,19 января 2017,приказ 12нк.pdf,318
Приказ Минобрнауки России о выдаче дипломов доктора наук от 19 января 2017 г. № 13/нк (юр.); ,http://vak.ed.gov.ru/documents/10179/0/13nk.pdf/9ed1dc63-76c4-4fe3-9255-dc87322c0683,доктор,19 января 2017,13nk.pdf,319
"Приказ о выдаче дипломов кандидата наук от 04 февраля 2019 г. №77/нк; (мед., сельхоз., техн., фарм);",http://vak.ed.gov.ru/documents/10179/0/77%D0%BD%D0%BA..pdf/18feb15f-e225-4475-9c68-a897765218e0,кандидат,04 февраля 2019,77нк..pdf,32
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 19 января 2017 г. № 14/нк (биол.,ветер.,мед.,с/х.,фарм); ",http://vak.ed.gov.ru/documents/10179/0/14nk.pdf/cf7925e3-533e-4c99-a059-9fa265f3f4bc,доктор,19 января 2017,14nk.pdf,320
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 19 января 2017 г. № 15/нк (биол.,ветер.,мед.,фарм). ",http://vak.ed.gov.ru/documents/10179/0/15nk.pdf/88c8c296-7c13-4e7e-9983-fa539ca84c74,кандидат,19 января 2017,15nk.pdf,321
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 28 декабря 2016 г. № 1616/нк (истор., искусств., педаг., полит., псих., филол., экон. науки); ;",http://vak.ed.gov.ru/documents/10179/0/1616nk.pdf/0bf01923-36f3-47e3-9369-fb58998afd19,кандидат,28 декабря 2016,1616nk.pdf,322
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 28 декабря 2016 г. № 1617/нк (геогр., гео-мин., техн., физ-мат., хим. науки);;",http://vak.ed.gov.ru/documents/10179/0/1617nk.pdf/c60cc2ff-29b4-47a4-92f0-20dafb999b81,кандидат,28 декабря 2016,1617nk.pdf,323
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 28 декабря 2016 г. № 1618/нк (биолог. науки);,http://vak.ed.gov.ru/documents/10179/0/1618nk.pdf/ebda9aaf-e788-4c61-bdb7-7dad2ecc6f25,кандидат,28 декабря 2016,1618nk.pdf,324
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 28 декабря 2016 г. № 1619/нк (истор., педаг., экон. науки);",http://vak.ed.gov.ru/documents/10179/0/1619nk.pdf/e090dd7a-41e7-4fe2-97f5-7d8a40c491b1,доктор,28 декабря 2016,1619nk.pdf,325
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 28 декабря 2016 г. № 1620/нк (геогр., гео-мин., техн., хим. науки);",http://vak.ed.gov.ru/documents/10179/0/1620nk.pdf/4b440a6f-97b6-4248-99b4-05f238c5cd89,доктор,28 декабря 2016,1620nk.pdf,326
Приказ Минобрнауки России о выдаче дипломов доктора наук от 28 декабря 2016 г. № 1621/нк (биолог. науки); ,http://vak.ed.gov.ru/documents/10179/0/1621nk.pdf/299e2610-7cd9-4457-a224-d4bff5d19aa4,доктор,28 декабря 2016,1621nk.pdf,327
"Приказ о выдаче диплома кандидата наук от 25 ноября 2016 г. № 1509/нк (биол.,ветер.,мед.,сельх.,фарм.);",http://vak.ed.gov.ru/documents/10179/0/1509nk.pdf/f0c4e4b9-a78e-410f-b325-635babab41de,кандидат,25 ноября 2016,1509nk.pdf,328
"Приказ о выдаче диплома доктора наук от 18 ноября 2016 г. № 1484/нк (биол.,ветер.,мед.,сельх.,фарм.);",http://vak.ed.gov.ru/documents/10179/0/1484nk..pdf/ea63746d-95d5-4c57-bb63-657276944019,доктор,18 ноября 2016,1484nk..pdf,329
"Приказ о выдаче дипломов кандидата наук от 04 февраля 2019 г. №78/нк; (биол., ветер., мед.);",http://vak.ed.gov.ru/documents/10179/0/78%D0%BD%D0%BA.pdf/a6bfd59b-a72d-4ed7-b227-6bd52539e737,кандидат,04 февраля 2019,78нк.pdf,33
"Приказ о выдаче диплома доктора наук от 18 ноября 2016 г. № 1485/нк (искусств.,культур.,социол.,филол,.филос.);",http://vak.ed.gov.ru/documents/10179/0/1485nk.pdf/f72d6e2b-ab45-4bb5-a537-0a03eb0961e8,доктор,18 ноября 2016,1485nk.pdf,330
Приказ о выдаче диплома доктора наук от 18 ноября 2016 г. № 1486/нк (тех.);,http://vak.ed.gov.ru/documents/10179/0/1486nk.pdf/faafa0a2-3bdc-4ab8-832f-96c097d95101,доктор,18 ноября 2016,1486nk.pdf,331
"Приказ о выдаче диплома кандидата наук от 18 ноября 2016 г. №1487/нк (искусств.,культур.,социол.,филол,.филос.,экон.,техн.);",http://vak.ed.gov.ru/documents/10179/0/1487nk.pdf/ead2c88f-4dbf-4769-9565-d87970e294ad,кандидат,18 ноября 2016,1487nk.pdf,332
"Приказ о выдаче дипломов доктора наук от 07 ноября 2016 г. № 1439/нк (ист., культ., педаг., псих., социол., филос., экон., юр.);",http://vak.ed.gov.ru/documents/10179/0/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%201439.pdf/241c0086-88b2-4835-97a8-5c086b3eca8e,доктор,07 ноября 2016,приказ 1439.pdf,333
"Приказ о выдаче дипломов доктора наук от 07 ноября 2016 г. № 1440/нк (техн.,физ-мат.);",http://vak.ed.gov.ru/documents/10179/0/1440nk.pdf/887e27ce-bce9-400a-92d8-c2b35d47f597,доктор,07 ноября 2016,1440nk.pdf,334
"Приказ о выдаче дипломов кандидата наук от 07 ноября 2016 г. № 1441/нк (арх., техн., физ-мат.);",http://vak.ed.gov.ru/documents/10179/0/1441nk.pdf/07a41b1c-cb5b-4b9d-9f47-29322f494a62,кандидат,07 ноября 2016,1441nk.pdf,335
"Приказ о выдаче дипломов кандидата наук от 07 ноября 2016 г. № 1442/нк (ист., культ., педаг., полит., псих., социол., филос., юр.).",http://vak.ed.gov.ru/documents/10179/0/1442nk.pdf/aaecd9d7-bcad-4971-9fe8-bc467fb9b113,кандидат,07 ноября 2016,1442nk.pdf,336
"Приказ о выдаче дипломов доктора наук от 02 ноября 2016 г. № 1413/нк (техн.,физ-мат.,хим.);",http://vak.ed.gov.ru/documents/10179/0/1413nk.pdf/71362b37-2ccb-4468-9bff-9b8a11d0f016,доктор,02 ноября 2016,1413nk.pdf,337
"Приказ о выдаче дипломов кандидата наук от 02 ноября 2016 г. № 1414/нк (техн.,физ-мат.,хим.)",http://vak.ed.gov.ru/documents/10179/0/1414nk.pdf/77f8e34c-092c-47c6-b83e-7e41a57f7fd4,кандидат,02 ноября 2016,1414nk.pdf,338
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 25 октября 2016 г. № 1350/нк (техн., геогр., физ-мат. науки) ",http://vak.ed.gov.ru/documents/10179/0/1350nk.pdf/29770bfa-b253-4a03-be4c-9057e0bc8061,кандидат,25 октября 2016,1350nk.pdf,339
"Приказ о выдаче дипломов кандидата наук от 04 февраля 2019 г. №79/нк; (архит., геогр., геол-мин., физ-мат., хим.);",http://vak.ed.gov.ru/documents/10179/0/79%D0%BD%D0%BA..pdf/4340ea66-2671-4297-b059-df84aa51a81a,кандидат,04 февраля 2019,79нк..pdf,34
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 25 октября 2016 г. № 1351/нк (сельск.,биол., техн. науки) ",http://vak.ed.gov.ru/documents/10179/0/1351nk.pdf/17cee3f0-ee78-40c7-9343-cccdeb2a4d17,кандидат,25 октября 2016,1351nk.pdf,340
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 25 октября 2016 г. № 1352/нк (сельск., биол., ветер. техн, физ-мат., геол. геогрф. науки) ",http://vak.ed.gov.ru/documents/10179/0/1352nk.pdf/c8ffc6ef-d3ac-4c10-ae16-2010f16a29e6,доктор,25 октября 2016,1352nk.pdf,341
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 25 октября 2016 г. № 1353/нк (геол., геогрф., физ-мат., техн., эконом. науки)",http://vak.ed.gov.ru/documents/10179/0/1353nk..pdf/aefd7e89-123e-4c19-9970-e55e407e7a96,кандидат,25 октября 2016,1353nk..pdf,342
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 19 октября 2016 г. № 1322/нк (физ-мат., биол., ветер., сельск.. науки)",http://vak.ed.gov.ru/documents/10179/0/1322nk.pdf/5b3cabd5-c917-450d-9a9c-b53b61e43878,кандидат,19 октября 2016,1322nk.pdf,343
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 17 октября 2016 г. № 1311/нк (эконом. науки) ,http://vak.ed.gov.ru/documents/10179/0/1311nk..pdf/dabf5c97-71dd-4906-86e7-63d5e7a5bc77,кандидат,17 октября 2016,1311nk..pdf,344
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 17 октября 2016 г. № 1312/нк (биол., мед. науки) ",http://vak.ed.gov.ru/documents/10179/0/1312nk..pdf/4d52f074-410e-4fc4-8e83-9e6c887060bd,кандидат,17 октября 2016,1312nk..pdf,345
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 17 октября 2016 г. № 1313/нк (биол., мед. науки) ",http://vak.ed.gov.ru/documents/10179/0/1313nk..pdf/14c703e2-17a3-47d8-9404-bdebc54d7182,доктор,17 октября 2016,1313nk..pdf,346
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 17 октября 2016 г. № 1314/нк (полит., псих., пед. науки) ",http://vak.ed.gov.ru/documents/10179/0/1314nk..pdf/c8c7a793-ea64-4027-927a-6bab353f6264,доктор,17 октября 2016,1314nk..pdf,347
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 17 октября 2016 г. № 1293/нк (истор., пед., юр. науки) ",http://vak.ed.gov.ru/documents/10179/0/1293%D0%BD%D0%BA.pdf/a0514766-f24b-4ba4-9464-0b5c1ca57962,кандидат,17 октября 2016,1293нк.pdf,348
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 17 октября 2016 г. № 1294/нк (техн., физ-мат., хим. науки) ",http://vak.ed.gov.ru/documents/10179/0/1294nk.pdf/b76a71f8-854b-4d8d-8540-056b487e84ba,кандидат,17 октября 2016,1294nk.pdf,349
"Приказ о выдаче дипломов доктора наук от 04 февраля 2019 г. №84/нк; (техн., физ-мат.);",http://vak.ed.gov.ru/documents/10179/0/84%D0%BD%D0%BA.pdf/193180b1-050d-41f5-9b78-4d603b78c56a,доктор,04 февраля 2019,84нк.pdf,35
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 17 октября 2016 г. № 1295/нк (техн., физ-мат., хим. науки)",http://vak.ed.gov.ru/documents/10179/0/1295nk.pdf/f6786342-2ceb-4926-bdd6-45079334f993,доктор,17 октября 2016,1295nk.pdf,350
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 17 октября 2016 г. № 1296/нк (истор., эконом., юр. науки)",http://vak.ed.gov.ru/documents/10179/0/1296nk.pdf/9987f7ae-7ba4-4dfc-ac50-6852e3b59d9f,доктор,17 октября 2016,1296nk.pdf,351
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 17 октября 2016 г. № 1297/нк (биол., мед. науки) ",http://vak.ed.gov.ru/documents/10179/0/1297nk.pdf/75861c6c-4073-44fe-adbc-00a2595d610c,кандидат,17 октября 2016,1297nk.pdf,352
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 17 октября 2016 г. № 1298/нк (биол., мед. науки) ",http://vak.ed.gov.ru/documents/10179/0/1298nk.pdf/4357a1c6-dc34-4e0e-be18-cf3a991dc99a,доктор,17 октября 2016,1298nk.pdf,353
"Приказ о выдаче дипломов кандидата наук от 04 октября 2016 г. № 1185/нк (биол..мед.,фарм.); ",http://vak.ed.gov.ru/documents/10179/0/Scan0102.pdf/0755f047-6449-449a-9d9d-bf1c4ac1d7d5,кандидат,04 октября 2016,Scan0102.pdf,354
"Приказ о выдаче дипломов доктора наук от 04 октября 2016 г. № 1186/нк (геол.-мин.,тех.,физ-мат.);",http://vak.ed.gov.ru/documents/10179/0/1186nk.pdf/5ae72d5b-03cd-40f4-bb45-6d2aaab4239b,доктор,04 октября 2016,1186nk.pdf,355
"Приказ о выдаче дипломов доктора наук от 04 октября 2016 г. № 1187/нк (биол..мед.,с/х.);",http://vak.ed.gov.ru/documents/10179/0/1187nk.pdf/d200c39d-fb8d-4187-83c7-4a8d22f09fe5,доктор,04 октября 2016,1187nk.pdf,356
"Приказ о выдаче дипломов кандидата наук от 04 октября 2016 г. № 1190/нк (экон.,юр);",http://vak.ed.gov.ru/documents/10179/0/1190nk.pdf/9290f0d3-9f7b-4394-be1b-926d307ecec4,кандидат,04 октября 2016,1190nk.pdf,357
"Приказ о выдаче дипломов кандидата наук от 05 октября 2016 г. № 1193/нк (арх.,геог.,геол-мин.,тех.,физ-мат.); ",http://vak.ed.gov.ru/documents/10179/0/1193nk.pdf/6380d484-93dd-4ca0-a6e3-d6ee9e6db17d,кандидат,05 октября 2016,1193nk.pdf,358
"Приказ о выдаче дипломов кандидата наук от 26 сентября 2016 г. № 1129/нк (тех.,физ.-мат.);",http://vak.ed.gov.ru/documents/10179/0/1129nk.pdf/6bc6d2b9-4064-4b86-8358-cfeac7fe3a41,кандидат,26 сентября 2016,1129nk.pdf,359
"Приказ о выдаче дипломов доктора наук от 04 февраля 2019 г. №85/нк; (биол., мед., сельхоз., техн.);",http://vak.ed.gov.ru/documents/10179/0/85%D0%BD%D0%BA..pdf/9ac8bbb0-f4d3-4caa-82e1-1053863d9fb5,доктор,04 февраля 2019,85нк..pdf,36
Приказ о выдаче дипломов кандидата наук от 26 сентября 2016 г. № 1130/нк (юр.);,http://vak.ed.gov.ru/documents/10179/0/1130nk.pdf/53a6e6d2-fea8-4335-bcde-ca495005a3cd,кандидат,26 сентября 2016,1130nk.pdf,360
"Приказ о выдаче дипломов кандидата наук от 26 сентября 2016 г. № 1131/нк (экон.,юр.);",http://vak.ed.gov.ru/documents/10179/0/1131nk.pdf/93543f6f-3276-44df-a12c-0cba3a28ac42,кандидат,26 сентября 2016,1131nk.pdf,361
Приказ о выдаче дипломов доктора наук от 26 сентября 2016 г. № 1132/нк (юр.);,http://vak.ed.gov.ru/documents/10179/0/1132%D0%BD%D0%BA.pdf/ed7f6391-b8b3-4616-b8e6-0525f9e2766c,доктор,26 сентября 2016,1132нк.pdf,362
"Приказ о выдаче дипломов доктора наук от 26 сентября 2016 г. № 1133/нк (тех.,физ.-мат.);",http://vak.ed.gov.ru/documents/10179/0/1133%D0%BD%D0%BA.pdf/fef9907b-bf09-448b-b616-f2d2bb1b6fdd,доктор,26 сентября 2016,1133нк.pdf,363
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 16 августа 2016 г. № 1094/нк (хим.),http://vak.ed.gov.ru/documents/10179/0/1094nk.pdf/ac47bea7-77a1-406e-a5e0-a9f8eca61804,кандидат,16 августа 2016,1094nk.pdf,364
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 10 августа 2016 г. № 1085/нк (хим.,тех.,физ-мат.,искусст.,филол.,с/х.,мед.);",http://vak.ed.gov.ru/documents/10179/0/1085%D0%BD%D0%BA.pdf/6c83eacf-7e34-40f1-a2d8-9c32f00d0c57,доктор,10 августа 2016,1085нк.pdf,365
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 10 августа 2016 г. № 1086/нк (филол., искусст.);",http://vak.ed.gov.ru/documents/10179/0/1086%D0%BD%D0%BA.pdf/620dd228-7d59-480a-920f-17c03f2a9f5f,кандидат,10 августа 2016,1086нк.pdf,366
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 10 августа 2016 г. № 1087/нк (хим.,тех.,физ-мат.,биол.,с/х.,вет.);",http://vak.ed.gov.ru/documents/10179/0/1087%D0%BD%D0%BA.pdf/5581e6f4-f37d-450c-ad0e-57b2d8da3915,кандидат,10 августа 2016,1087нк.pdf,367
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 10 августа 2016 г. № 1088/нк (фил.,соц.,культ.).",http://vak.ed.gov.ru/documents/10179/0/1088nk.pdf/0ae16380-2ba6-49fc-9b33-b82336d15e4c,доктор,10 августа 2016,1088nk.pdf,368
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 10 августа 2016 г. № 1089/нк (тех.);,http://vak.ed.gov.ru/documents/10179/0/1089-%D0%BD%D0%BA.pdf/9ad764ff-cd2d-4357-b7aa-49a44741aeb1,кандидат,10 августа 2016,1089-нк.pdf,369
"Приказ о выдаче дипломов доктора наук от 04 февраля 2019 г. №86/нк; (биол., мед., техн., фарм.);",http://vak.ed.gov.ru/documents/10179/0/86%D0%BD%D0%BA..pdf/ae52c137-f19f-4877-b348-0a8b34cd9cc8,доктор,04 февраля 2019,86нк..pdf,37
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 10 августа 2016 г. № 1090/нк (филос., культ.,соц.);",http://vak.ed.gov.ru/documents/10179/0/1090%D0%BD%D0%BA.pdf/e40f0995-acb8-46a4-9424-73d7ee471ea2,кандидат,10 августа 2016,1090нк.pdf,370
Приказ о выдаче дипломов доктора наук от 27 июля 2016 г. № 1045/нк (полит.);,http://vak.ed.gov.ru/documents/10179/0/1045%D0%BD%D0%BA.pdf/a175fe78-150e-4203-b1e5-17e4e2792edc,доктор,27 июля 2016,1045нк.pdf,371
"Приказ о выдаче дипломов кандидата наук от 27 июля 2016 г. №1046/нк (тех.,физ-мат.);",http://vak.ed.gov.ru/documents/10179/0/1046nk.pdf/2befe2c7-5604-42d5-850b-242353a52338,кандидат,27 июля 2016,1046nk.pdf,372
"Приказ о выдаче диплома доктора наук от 27 июля 2016 г. № 1034/нк (пед.,псих.,ист.); ",http://vak.ed.gov.ru/documents/10179/0/1034%D0%BD%D0%BA.pdf/3792588b-0d05-4e92-9e36-8c9e0f0c76a3,доктор,27 июля 2016,1034нк.pdf,373
Приказ о выдаче дипломов доктора наук от 25 июля 2016 г. №1028/нк (экон.);,http://vak.ed.gov.ru/documents/10179/0/1028%D0%BD%D0%BA.pdf/dd3d9057-40f6-4940-9e40-1cd538effb0d,доктор,25 июля 2016,1028нк.pdf,374
Приказ о выдаче дипломов доктора наук от 25 июля 2016 г. №1029/нк (техн.);,http://vak.ed.gov.ru/documents/10179/0/1029%D0%BD%D0%BA.pdf/8b0f76c6-92a8-41b1-8412-8719bd566150,доктор,25 июля 2016,1029нк.pdf,375
"Приказ о выдаче дипломов доктора наук от 25 июля 2016 г. №1030/нк (арх,геол-мин,техн,физ-мат);",http://vak.ed.gov.ru/documents/10179/0/1030%D0%BD%D0%BA.pdf/2e8ffd6e-3560-4377-8177-742266d52004,доктор,25 июля 2016,1030нк.pdf,376
Приказ о выдаче дипломов кандидата наук от 25 июля 2016 г. №1031/нк (мед.);,http://vak.ed.gov.ru/documents/10179/0/1031nk.pdf/d659715b-3cee-4c6e-958f-d5f6259e83fe,кандидат,25 июля 2016,1031nk.pdf,377
"Приказ о выдаче дипломов кандидата наук от 25 июля 2016 г. №1032/нк (арх., геог., геол-мин., техн., физ-мат.);",http://vak.ed.gov.ru/documents/10179/0/1032nk.pdf/387e8ada-cc0c-4606-913d-009eb90b9057,кандидат,25 июля 2016,1032nk.pdf,378
"Приказ о выдаче дипломов кандидата наук от 25 июля 2016 г. №1033/нк (полит., педаг., псих., ист., юр.)",http://vak.ed.gov.ru/documents/10179/0/1033-%D0%BD%D0%BA..pdf/00ca5f7e-7ba0-43c6-941a-994ea930743e,кандидат,25 июля 2016,1033-нк..pdf,379
"Приказ о выдаче дипломов кандидата наук от 06 февраля 2019 г. №87/нк; (сельхоз., фарм.);",http://vak.ed.gov.ru/documents/10179/0/87%D0%BD%D0%BA.pdf/4929cb2a-d792-4737-86a8-027f4e1b920d,кандидат,06 февраля 2019,87нк.pdf,38
"Приказ о выдаче дипломов доктора наук от 14 июля 2016 г. № 914/нк (биол., мед., с/х, фарм.)",http://vak.ed.gov.ru/documents/10179/0/914%D0%BD%D0%BA.pdf/46e717ab-c5f9-4af2-a0bc-aae3a26b6284,доктор,14 июля 2016,914нк.pdf,380
Приказ о выдаче дипломов доктора наук от 14 июля 2016 г. № 915/нк (полит.),http://vak.ed.gov.ru/documents/10179/0/915%D0%BD%D0%BA.pdf/f1d7a195-c63b-42e4-b636-42c0c9188f80,доктор,14 июля 2016,915нк.pdf,381
"Приказ о выдаче дипломов доктора наук от 14 июля 2016 г. № 916/нк (тех., физ-мат., хим.)",http://vak.ed.gov.ru/documents/10179/0/916%D0%BD%D0%BA.pdf/a592be76-45cd-41e8-9235-3ca866c50cf6,доктор,14 июля 2016,916нк.pdf,382
"Приказ о выдаче дипломов кандидата наук от 14 июля 2016 г. № 917/нк (искус., полит., филол.)",http://vak.ed.gov.ru/documents/10179/0/917-%D0%BD%D0%BA.pdf/46d45a6f-c7af-4410-96ad-3e7f5facbe53,кандидат,14 июля 2016,917-нк.pdf,383
"Приказ о выдаче дипломов кандидата наук от 14 июля 2016 г. № 918/нк (мед., с/х., фарм.)",http://vak.ed.gov.ru/documents/10179/0/918-%D0%BD%D0%BA.pdf/a67bcf15-cb65-45e4-878e-1155dfef96b2,кандидат,14 июля 2016,918-нк.pdf,384
"Приказ о выдаче дипломов кандидата наук от 14 июля 2016 г. № 919/нк (биол., ветер., мед.)",http://vak.ed.gov.ru/documents/10179/0/919-%D0%BD%D0%BA.pdf/8784e642-1ece-4539-8f8a-fd31d01db152,кандидат,14 июля 2016,919-нк.pdf,385
"Приказ о выдаче дипломов кандидата наук от 14 июля 2016 г. № 920/нк (тех., физ-мат)",http://vak.ed.gov.ru/documents/10179/0/920-%D0%BD%D0%BA.pdf/13279a8e-9499-4acf-a288-442496b661e8,кандидат,14 июля 2016,920-нк.pdf,386
Приказ о выдаче дипломов кандидата наук от 11 июля 2016 г. № 877/нк (тех.),http://vak.ed.gov.ru/documents/10179/0/877%D0%BD%D0%BA.pdf/dd121a78-b324-40ab-8671-5e4bf4d778eb,кандидат,11 июля 2016,877нк.pdf,387
"Приказ о выдаче дипломов доктора наук от 11 июля 2016 г. № 878/нк (иск., ист., пед., псих.,экон., юр.)",http://vak.ed.gov.ru/documents/10179/0/878%D0%BD%D0%BA.pdf/317015da-a42e-402e-8919-ee43e7c9908a,доктор,11 июля 2016,878нк.pdf,388
Приказ о выдаче дипломов кандидата наук от 11 июля 2016 г. № 879/нк (экон.),http://vak.ed.gov.ru/documents/10179/0/879%D0%BD%D0%BA.pdf/37e32d92-cccd-45b1-b891-eeec5ddf318b,кандидат,11 июля 2016,879нк.pdf,389
Приказ о выдаче диплома кандидата наук от 06 февраля 2019 г. №88/нк; (мед.);,http://vak.ed.gov.ru/documents/10179/0/88%D0%BD%D0%BA.pdf/12706efc-e66a-49d0-996b-1a3c1362d3f1,кандидат,06 февраля 2019,88нк.pdf,39
"Приказ о выдаче дипломов кандидата наук от 11 июля 2016 г. № 880/нк (пед., псих.,экон., юр.)",http://vak.ed.gov.ru/documents/10179/0/880%D0%BD%D0%BA.pdf/9f16bbeb-aeb0-488a-b7c5-51435076c693,кандидат,11 июля 2016,880нк.pdf,390
"Приказ о выдаче дипломов доктора наук от 6 июля 2016 г. № 825/нк (биол., мед., с/х)",http://vak.ed.gov.ru/documents/10179/0/825%D0%BD%D0%BA.pdf/4a87ed73-a023-407e-9f40-9583ffef1bd3,доктор,6 июля 2016,825нк.pdf,391
"Приказ о выдаче дипломов доктора наук от 6 июля 2016 г. № 826/нк (геог., геол-мин., техн., физ-мат)",http://vak.ed.gov.ru/documents/10179/0/826%D0%BD%D0%BA.pdf/afd8ed7f-fdd3-435c-8718-bcf2a2ca1192,доктор,6 июля 2016,826нк.pdf,392
"Приказ о выдаче дипломов кандидата наук от 6 июля 2016 г. № 827/нк (биол., мед., с/х, фарм)",http://vak.ed.gov.ru/documents/10179/0/827nk..pdf/ceb223e9-ab51-4017-902d-a4b2ed068e0b,кандидат,6 июля 2016,827nk..pdf,393
"Приказ о выдаче дипломов кандидата наук от 6 июля 2016 г. № 828/нк (геог., геол-мин., техн., физ-мат)",http://vak.ed.gov.ru/documents/10179/0/828nk..pdf/8c1c7a9e-fbe0-48fb-9570-b4ac35c0b0d2,кандидат,6 июля 2016,828nk..pdf,394
"Приказ о выдаче дипломов кандидата наук от 29 июня 2016 г. № 812/нк (истор, юрид.)",http://vak.ed.gov.ru/documents/10179/0/812%D0%BD%D0%BA%20%281%29.pdf/5c1c57b8-3bb7-4d50-a617-b633b88993a2,кандидат,29 июня 2016,812нк (1).pdf,395
"Приказ о выдаче дипломов кандидата наук от 29 июня 2016 г. № 813/нк (культ., социол., филос., полит.); ",http://vak.ed.gov.ru/documents/10179/0/813nk.pdf/6665d871-8217-4370-b435-8b6cb6dbab10,кандидат,29 июня 2016,813nk.pdf,396
"Приказ о выдаче дипломов доктора наук от 29 июня 2016 г. № 814/нк (истор., педаг.. юрид.); ",http://vak.ed.gov.ru/documents/10179/0/814%D0%BD%D0%BA.pdf/19aa34f2-0640-4c41-9cc3-67c017dca81c,доктор,29 июня 2016,814нк.pdf,397
"Приказ о выдаче дипломов доктора наук от 29 июня 2016 г. № 815/нк (социол., филос., полит.); ",http://vak.ed.gov.ru/documents/10179/0/815%D0%BD%D0%BA.pdf/62d00529-a0ea-4b86-a402-2df3911c373b,доктор,29 июня 2016,815нк.pdf,398
Приказ о выдаче дипломов кандидата наук от 23 июня 2016 г. № 766/нк(экон.);,http://vak.ed.gov.ru/documents/10179/0/766nk.pdf/fe068906-7902-44ec-8401-a3d8d532ffb3,кандидат,23 июня 2016,766nk.pdf,399
"Приказ о выдаче дипломов кандидата наук от 14 марта 2019 г. №227/нк (истор., соц., филос., юрид.);",http://vak.ed.gov.ru/documents/10179/0/227_%D0%BD%D0%BA/34fb2dcc-703e-48ca-ad4a-0c0bcca69cbe,кандидат,14 марта 2019,227_нк,4
