text,link,type,time,file_name,id
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 12 ноября 2015 г. № 1382/нк (техн.),http://vak.ed.gov.ru/documents/10179/0/1382-%D0%BD%D0%BA.pdf/afa8b2cd-b609-4606-9135-59b7f675552e,кандидат,12 ноября 2015,1382-нк.pdf,500
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 12 ноября 2015 г. № 1383/нк (физ-мат., хим.).",http://vak.ed.gov.ru/documents/10179/0/.1383-%D0%BD%D0%BA.pdf/a0c92221-ab12-40c8-8f59-778e97ac10c6,кандидат,12 ноября 2015,.1383-нк.pdf,501
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 27 октября 2015 г. № 1304/нк (истор.,культ.,полит.,социол.,филос.,филол.);",http://vak.ed.gov.ru/documents/10179/0/1304-%D0%BD%D0%BA.pdf/64a5561b-26ed-4d1d-9aac-632814f5ef61,доктор,27 октября 2015,1304-нк.pdf,502
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 27 октября 2015 г. № 1305/нк (биол.,вет.,мед.,фарм.);",http://vak.ed.gov.ru/documents/10179/0/1305-%D0%BD%D0%BA.pdf/25bcc1bb-571b-4bcc-aa94-c3f39801a1a7,доктор,27 октября 2015,1305-нк.pdf,503
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 27 октября 2015 г. № 1306/нк (истор.,культ.,полит.,социол.);",http://vak.ed.gov.ru/documents/10179/0/1306-%D0%BD%D0%BA.pdf/9d042cce-096f-4493-8f89-f711ef9f7d21,кандидат,27 октября 2015,1306-нк.pdf,504
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 27 октября 2015 г. № 1307/нк (филол.,филос.,экон.);",http://vak.ed.gov.ru/documents/10179/0/1307-%D0%BD%D0%BA.pdf/f0f06d8e-98fc-4299-9bb8-332a5240367f,кандидат,27 октября 2015,1307-нк.pdf,505
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 27 октября 2015 г. № 1308/нк (биол.,вет.,мед.,сельх.,техн.,фарм.).",http://vak.ed.gov.ru/documents/10179/0/1308-%D0%BD%D0%BA.pdf/25324fda-ac0d-4153-989c-5cb7283de26b,кандидат,27 октября 2015,1308-нк.pdf,506
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 15 октября 2015 г. № 1262/нк (искус.,педаг.,псих.,филол.,эконом.);",http://vak.ed.gov.ru/documents/10179/0/1262-%D0%BD%D0%BA.pdf/786d8b14-2aa5-4584-b139-ce4916c56dca,доктор,15 октября 2015,1262-нк.pdf,507
 Приказ Минобрнауки России о выдаче дипломов доктора наук от 15 октября 2015 г. № 1263/нк (биол.);,http://vak.ed.gov.ru/documents/10179/0/1263-%D0%BD%D0%BA.pdf/88363d97-78c6-4507-9e68-57ecc2c9835e,доктор,15 октября 2015,1263-нк.pdf,508
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 15 октября 2015 г. № 1264/нк (искус.,педаг.,псих.,филол.,юрид.);",http://vak.ed.gov.ru/documents/10179/0/1264-%D0%BD%D0%BA.pdf/99209c6e-4e74-4bbb-954e-dcb55334b341,кандидат,15 октября 2015,1264-нк.pdf,509
"Приказ о выдаче дипломов кандидата наук от 19 декабря 2018 г. № 345/нк; (искус,истор., культ.,пед.,псих.,соц.,филол.);",http://vak.ed.gov.ru/documents/10179/0/345%D0%BD%D0%BA...pdf/a186e607-7ae0-4253-9c55-8ee4802e345f,кандидат,19 декабря 2018,345нк...pdf,51
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 15 октября 2015 г. № 1265/нк (биол.,сельх.);",http://vak.ed.gov.ru/documents/10179/0/1265-%D0%BD%D0%BA.pdf/9c05db4f-7110-4d9f-81e4-66979daba0ee,кандидат,15 октября 2015,1265-нк.pdf,510
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 15 октября 2015 г. № 1266/нк (техн.,хим.);",http://vak.ed.gov.ru/documents/10179/0/1266-%D0%BD%D0%BA.pdf/3e7c7e0e-320d-44f6-baca-587a688b8e18,кандидат,15 октября 2015,1266-нк.pdf,511
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 2 октября 2015 г. № 1186/нк (культ.,техн.,филос.)",http://vak.ed.gov.ru/documents/10179/0/1186-%D0%BD%D0%BA.pdf/88613eec-cdad-4d5e-8234-09a32697832e,доктор,2 октября 2015,1186-нк.pdf,512
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 2 октября 2015 г. № 1187/нк (биол.,мед.,сельх.,техн.,фарм.)",http://vak.ed.gov.ru/documents/10179/0/1187-%D0%BD%D0%BA.pdf/af108667-a5f8-4157-a9fe-6bc2ab675b61,кандидат,2 октября 2015,1187-нк.pdf,513
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 2 октября 2015 г. № 1188/нк (культ.,соц.,филос.)",http://vak.ed.gov.ru/documents/10179/0/1188-%D0%BD%D0%BA.pdf/70222fb0-243e-441f-8a20-152218e18bb2,кандидат,2 октября 2015,1188-нк.pdf,514
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 2 октября 2015 г. № 1189/нк (филолог.),http://vak.ed.gov.ru/documents/10179/0/1189-%D0%BD%D0%BA.pdf/64f01ee7-0fa1-429a-96e5-d46fcce7d4e6,кандидат,2 октября 2015,1189-нк.pdf,515
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 2 октября 2015 г. № 1190/нк (юрид.),http://vak.ed.gov.ru/documents/10179/0/1190-%D0%BD%D0%BA.pdf/c6416435-1365-4562-a857-86a9600497cf,кандидат,2 октября 2015,1190-нк.pdf,516
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 6 октября 2015 г. № 1191/нк (вет.),http://vak.ed.gov.ru/documents/10179/0/1191-%D0%BD%D0%BA.pdf/002299ab-c005-4ee1-bcd5-ff160db6f8fc,кандидат,6 октября 2015,1191-нк.pdf,517
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 6 октября 2015 г. № 1192/нк (техн.,физ-мат.)",http://vak.ed.gov.ru/documents/10179/0/1192-%D0%BD%D0%BA.pdf/31d6ba1d-fd74-4efa-bdc6-5f4d5c0b3146,кандидат,6 октября 2015,1192-нк.pdf,518
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 6 октября 2015 г. № 1193/нк (архит.,геогр.,геол-мин.,техн.,физ-мат.)",http://vak.ed.gov.ru/documents/10179/0/1193-%D0%BD%D0%BA.pdf/341d7efe-541e-40a6-adda-aafc810dc644,кандидат,6 октября 2015,1193-нк.pdf,519
"Приказ о выдаче дипломов кандидата наук от 19 декабря 2018 г. № 346/нк; (филос.,экон.,юрид.);",http://vak.ed.gov.ru/documents/10179/0/346%D0%BD%D0%BA.pdf/dc13380f-45e3-49c2-93b8-ef655f1829ca,кандидат,19 декабря 2018,346нк.pdf,52
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 6 октября 2015 г. № 1194/нк ( техн.,физ-мат.)",http://vak.ed.gov.ru/documents/10179/0/1194-%D0%BD%D0%BA.pdf/0fb9f4c1-be91-47a0-bdf6-ca34f51ffec1,доктор,6 октября 2015,1194-нк.pdf,520
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 6 октября 2015 г. № 1195/нк ( биол.,сельх.)",http://vak.ed.gov.ru/documents/10179/0/1195-%D0%BD%D0%BA.pdf/40f177b8-f03c-4265-854a-4b8ec06055a9,доктор,6 октября 2015,1195-нк.pdf,521
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 6 октября 2015 г. № 1196/нк ( биол.,геол-мин.,мед.,сельх.,техн.,физ-мат.,юрид.).",http://vak.ed.gov.ru/documents/10179/0/1196-%D0%BD%D0%BA.pdf/1d68d983-27e3-46f3-b197-a562393292e2,доктор,6 октября 2015,1196-нк.pdf,522
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 15 сентября 2015 г. № 989/нк (искусств.,педагог.,психолог.,филолог.,экон.)",http://vak.ed.gov.ru/documents/10179/0/989-%D0%BD%D0%BA.pdf/0a591e6c-e6aa-4148-b9ba-bef3f58a99b6,доктор,15 сентября 2015,989-нк.pdf,523
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 15 сентября 2015 г. № 990/нк (искусст.,филолог.)",http://vak.ed.gov.ru/documents/10179/0/990-%D0%BD%D0%BA.pdf/3149c5d5-1ac2-4aee-846c-420902219a7a,кандидат,15 сентября 2015,990-нк.pdf,524
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 15 сентября 2015 г. № 991/нк (педагог.,политич.,психолог.,экон.)",http://vak.ed.gov.ru/documents/10179/0/991-%D0%BD%D0%BA.pdf/363fa8c8-4c6c-441e-bbd6-cf103cebf0d9,кандидат,15 сентября 2015,991-нк.pdf,525
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 24 августа 2015 г. № 954/нк (биол.,ветер.,геол-минер.,культур.,сельскохоз.,социолог.,физ-мат,филос.)",http://vak.ed.gov.ru/documents/10179/0/954-%D0%BD%D0%BA.pdf/7677a2bc-b859-4456-baa6-d2d6b8c27c03,доктор,24 августа 2015,954-нк.pdf,526
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 24 августа 2015 г. № 955/нк (геогр,.геол-минер.,культур.,социолог.,техн., филос.)",http://vak.ed.gov.ru/documents/10179/0/955-%D0%BD%D0%BA.pdf/ed434bf8-f6ff-4fd5-a52b-3014c092bc26,кандидат,24 августа 2015,955-нк.pdf,527
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 24 августа 2015 г. № 956/нк (биол.,ветер.,сельскохоз.)",http://vak.ed.gov.ru/documents/10179/0/956-%D0%BD%D0%BA.pdf/93f6a887-5972-433f-a314-79b6ef0cbe66,кандидат,24 августа 2015,956-нк.pdf,528
 Приказ Минобрнауки России о выдаче дипломов кандидата наук от 24 августа 2015 г. № 957/нк (техн.),http://vak.ed.gov.ru/documents/10179/0/957-%D0%BD%D0%BA.pdf/a710858e-6968-4a56-9c0a-b0a628b7b6a5,кандидат,24 августа 2015,957-нк.pdf,529
"Приказ о выдаче дипломов доктора наук от 19 декабря 2018 г. № 347/нк; (истор.,пед.,псих., филол.,филос.,соц.,экон.,юрид.).",http://vak.ed.gov.ru/documents/10179/0/347%D0%BD%D0%BA.pdf/359181b1-69ae-4030-ba8a-078df50f4ed3,доктор,19 декабря 2018,347нк.pdf,53
 Приказ Минобрнауки России о выдаче дипломов кандидата наук от 24 августа 2015 г. № 958/нк (филол.),http://vak.ed.gov.ru/documents/10179/0/958-%D0%BD%D0%BA.pdf/8c13deaf-0ac7-4873-b210-469b1724542c,кандидат,24 августа 2015,958-нк.pdf,530
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 24 июля 2015 г. № 837/нк (техн.,физ-мат.,хим.)",http://vak.ed.gov.ru/documents/10179/0/837-%D0%BD%D0%BA.pdf/d6d8e551-9613-482e-98fb-afcddaecab0e,доктор,24 июля 2015,837-нк.pdf,531
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 24 июля 2015 г. № 838/нк (техн.,физ-мат.,хим.)",http://vak.ed.gov.ru/documents/10179/0/838-%D0%BD%D0%BA.pdf/4160634a-123b-40a2-99a4-cadf0d6d15c7,кандидат,24 июля 2015,838-нк.pdf,532
 Приказ Минобрнауки России о выдаче дипломов кандидата наук от 24 июля 2015 г. № 839/нк (хим.),http://vak.ed.gov.ru/documents/10179/0/839-%D0%BD%D0%BA.pdf/566ba21f-3330-4ca6-8560-c3cc67858339,кандидат,24 июля 2015,839-нк.pdf,533
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 17 июля 2015 г. № 818/нк (искусст.,техн.,физ-мат,филол.)",http://vak.ed.gov.ru/documents/10179/0/818-%D0%BD%D0%BA.pdf/7bf3e703-8f36-4c6e-b83d-e419267fce70,доктор,17 июля 2015,818-нк.pdf,534
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 17 июля 2015 г. № 819/нк (биол., мед.)",http://vak.ed.gov.ru/documents/10179/0/819-%D0%BD%D0%BA.pdf/d065e385-41d2-42fd-839e-3073db6e1da7,доктор,17 июля 2015,819-нк.pdf,535
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 17 июля 2015 г. № 820/нк (искусст.,филол.) ",http://vak.ed.gov.ru/documents/10179/0/820-%D0%BD%D0%BA.pdf/35b0d980-1038-4f15-ad05-c7c052019cd9,кандидат,17 июля 2015,820-нк.pdf,536
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 17 июля 2015 г. № 821/нк (техн.,физ-мат.) ",http://vak.ed.gov.ru/documents/10179/0/821-%D0%BD%D0%BA.pdf/1d503ad4-5d9e-4283-9601-88e56249a0b2,кандидат,17 июля 2015,821-нк.pdf,537
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 17 июля 2015 г. № 822/нк (архит.,техн.,физ-мат.) ",http://vak.ed.gov.ru/documents/10179/0/822-%D0%BD%D0%BA.pdf/c65a2a90-c740-424d-afe4-55b9ec1715c2,кандидат,17 июля 2015,822-нк.pdf,538
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 17 июля 2015 г. № 823/нк (биол.,мед.) ",http://vak.ed.gov.ru/documents/10179/0/823-%D0%BD%D0%BA.pdf/2bbd3be2-2817-4fc4-ab3b-02d4038597b9,кандидат,17 июля 2015,823-нк.pdf,539
"Приказ о выдаче дипломов доктора наук № 329/нк от 12 декабря 2018 г. (техн., физ-мат., хим.);",http://vak.ed.gov.ru/documents/10179/0/329%D0%BD%D0%BA.pdf/c433d7d9-3a20-46e1-a1ef-84c4788a0052,доктор,12 декабря 2018,329нк.pdf,54
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 17 июля 2015 г. № 824/нк (биол.,мед.,фарм.) ",http://vak.ed.gov.ru/documents/10179/0/824-%D0%BD%D0%BA.pdf/3786e4ce-37f6-43b2-bbdb-ea4f3f0c6828,кандидат,17 июля 2015,824-нк.pdf,540
 Приказ Минобрнауки России о выдаче диплома доктора наук от 17 июля 2015 г. № 825/нк (мед.) ,http://vak.ed.gov.ru/documents/10179/0/825-%D0%BD%D0%BA.pdf/c3625713-2b89-40d8-ade2-8f0e2572d2ef,доктор,17 июля 2015,825-нк.pdf,541
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 9 июля 2015 г. № 743/нк (биол.,вет.,сельх.,техн.,истор.,пед.,полит.,псих.,эконом.,юрид.)",http://vak.ed.gov.ru/documents/10179/3126018/743-%D0%BD%D0%BA.pdf/b2f4dbd0-c1e7-4115-bece-c26b1f441e02,доктор,9 июля 2015,743-нк.pdf,542
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 9 июля 2015 г. № 745/нк (биол.,сельх.,техн.)",http://vak.ed.gov.ru/documents/10179/3126018/745-%D0%BD%D0%BA.pdf/3443f57c-aaf6-41d7-ba54-138e5339bc3f,кандидат,9 июля 2015,745-нк.pdf,543
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 9 июля 2015 г. № 746/нк (пед.,псих.,юрид.)",http://vak.ed.gov.ru/documents/10179/3126018/746-%D0%BD%D0%BA.pdf/86187372-7098-4252-8fa0-d8ea5692b1ea,кандидат,9 июля 2015,746-нк.pdf,544
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 9 июля 2015 г. № 747/нк (истор.,полит.,филол.,эконом.)",http://vak.ed.gov.ru/documents/10179/3126018/747-%D0%BD%D0%BA.pdf/5d4ff1aa-941a-44c1-aadc-bd1ed19ddadc,кандидат,9 июля 2015,747-нк.pdf,545
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 1 июля 2015 г. № 717/нк (биол.,мед.,сельх.,пед.,юрид.)",http://vak.ed.gov.ru/documents/10179/3126018/717-%D0%BD%D0%BA.pdf/12fec1ef-d083-4881-9f2a-db8e0e48f195,доктор,1 июля 2015,717-нк.pdf,546
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 1 июля 2015 г. № 718/нк (юрид.),http://vak.ed.gov.ru/documents/10179/3126018/718-%D0%BD%D0%BA.pdf/00970854-fb1c-4fda-bacd-a7a2aad2e7f7,кандидат,1 июля 2015,718-нк.pdf,547
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 1 июля 2015 г. № 719/нк (биол.,мед.,сельх.,фарм.)",http://vak.ed.gov.ru/documents/10179/3126018/719-%D0%BD%D0%BA.pdf/87bd0c52-4d5c-4cb7-9596-dc777ae6b4cd,кандидат,1 июля 2015,719-нк.pdf,548
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 1 июля 2015 г. № 720/нк (биол.,геол-мин.,техн.,физ-мат.,искусст.,пед.,филол.,филос.,коном.)",http://vak.ed.gov.ru/documents/10179/3126018/720-%D0%BD%D0%BA.pdf/1c2ec4b4-7526-4d1d-88c5-e3be63f74b52,доктор,1 июля 2015,720-нк.pdf,549
"Приказ о выдаче дипломов кандидата наук № 330/нк от 12 декабря 2018 г. (арх., техн., физ-мат., хим.);",http://vak.ed.gov.ru/documents/10179/0/330%D0%BD%D0%BA.pdf/fd78d9e3-29fb-4884-9c1f-038f0d55cae4,кандидат,12 декабря 2018,330нк.pdf,55
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 1 июля 2015 г. № 721/нк (искусст.,пед.,филол.)",http://vak.ed.gov.ru/documents/10179/0/n721-%D0%BD%D0%BA0001.pdf/8d1e2c1e-6506-4286-a009-aae608237d3b,кандидат,1 июля 2015,n721-нк0001.pdf,550
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 1 июля 2015 г. № 722/нк (биол.,геогр.,геол-мин.,техн.,физ-мат.)",http://vak.ed.gov.ru/documents/10179/3126018/722-%D0%BD%D0%BA.pdf/a77c0c86-82dd-4158-a357-43632fc57453,кандидат,1 июля 2015,722-нк.pdf,551
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 1 июля 2015 г. № 723/нк (техн.,физ-мат.)",http://vak.ed.gov.ru/documents/10179/3126018/723-%D0%BD%D0%BA.pdf/ece45c94-59eb-4157-96cc-fc6c29b544ec,кандидат,1 июля 2015,723-нк.pdf,552
Приказ Минобрнауки России о выдаче дипломов доктора наук от 1 июля 2015 г. №724/нк (филол.),http://vak.ed.gov.ru/documents/10179/3126018/724-%D0%BD%D0%BA.pdf/fe47e44c-6e42-4b4c-bd8a-443ad9213f6e,доктор,1 июля 2015,724-нк.pdf,553
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 1 июля 2015 г. № 725/нк (филол.),http://vak.ed.gov.ru/documents/10179/3126018/725-%D0%BD%D0%BA.pdf/e3c750e3-258c-4c88-89ef-fd3a50cb5fd0,кандидат,1 июля 2015,725-нк.pdf,554
Приказ Минобрнауки России о выдаче дипломов доктора наук от 1 июля 2015 г. № 726/нк (эконом.),http://vak.ed.gov.ru/documents/10179/3126018/726-%D0%BD%D0%BA.pdf/7e6f42c2-0383-436f-9af8-744102dd478c,доктор,1 июля 2015,726-нк.pdf,555
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 1 июля 2015 г. № 727/нк (филол.),http://vak.ed.gov.ru/documents/10179/3126018/727-%D0%BD%D0%BA.pdf/d294f32f-3f6c-459d-8d91-6de2e18f6c01,кандидат,1 июля 2015,727-нк.pdf,556
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 22 июня 2015 г. № 618/нк (истор.,культ.,полит.,соц.,техн.) ",http://vak.ed.gov.ru/documents/10179/0/618-%D0%BD%D0%BA.pdf/c0272d23-0ce1-453f-ac52-31ec69868b16,доктор,22 июня 2015,618-нк.pdf,557
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 22 июня 2015 г. № 619/нк (истор., педаг., полит,, психолог., техн.) ",http://vak.ed.gov.ru/documents/10179/0/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%20%E2%84%96%20619/4742c536-77ec-4963-b242-01ed6fabca4d,кандидат,22 июня 2015,приказ № 619,558
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 22 июня 2015 г. № 620/нк (культ.,соц.,филос.,эконом.) ",http://vak.ed.gov.ru/documents/10179/0/620-%D0%BD%D0%BA.pdf/ccf24d3a-a2e2-4974-ac47-a4802c6cbaca,кандидат,22 июня 2015,620-нк.pdf,559
Приказ о выдаче дипломов кандидата наук № 331/нк от 12 декабря 2018 г. (техн.);,http://vak.ed.gov.ru/documents/10179/0/331%D0%BD%D0%BA.pdf/b92b8da6-41c7-43c0-81ec-7d60715030ca,кандидат,12 декабря 2018,331нк.pdf,56
 Приказ Минобрнауки России о выдаче дипломов кандидата наук от 22 июня 2015 г. № 621/нк (эконом.) ,http://vak.ed.gov.ru/documents/10179/0/621-%D0%BD%D0%BA.pdf/552493a8-54c9-42b5-be21-e4aef219d362,кандидат,22 июня 2015,621-нк.pdf,560
 Приказ Минобрнауки России о выдаче дипломов доктора наук от 22 июня 2015 г. № 622/нк (филос.) ,http://vak.ed.gov.ru/documents/10179/0/622-%D0%BD%D0%BA.pdf/ced3295b-c3b1-4afb-b066-52e07a1a0baa,доктор,22 июня 2015,622-нк.pdf,561
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 22 июня 2015 г. № 623/нк (техн.,физ-мат.) ",http://vak.ed.gov.ru/documents/10179/0/623-%D0%BD%D0%BA.pdf/be372f38-86ff-4906-8e20-b2fa5e71cabd,доктор,22 июня 2015,623-нк.pdf,562
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 22 июня 2015 г. № 624/нк (техн.,физ-мат.) ",http://vak.ed.gov.ru/documents/10179/0/624-%D0%BD%D0%BA.pdf/7f0ab783-e36d-40d2-b648-49c77910e395,кандидат,22 июня 2015,624-нк.pdf,563
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 22 июня 2015 г. № 625/нк ( биол.,мед.,сельх.,фарм.) ",http://vak.ed.gov.ru/documents/10179/0/625-%D0%BD%D0%BA.pdf/ce97c1ef-252b-4102-9bd4-f2bb5548bb8f,кандидат,22 июня 2015,625-нк.pdf,564
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 22 июня 2015 г. № 626/нк (архит.,техн.,физ-мат) ",http://vak.ed.gov.ru/documents/10179/0/626-%D0%BD%D0%BA.pdf/3188e103-9f08-49ba-bc93-833dd741183d,кандидат,22 июня 2015,626-нк.pdf,565
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 22 июня 2015 г. № 627/нк (геогр.,геол-мин.,техн.,физ-мат.,хим) ",http://vak.ed.gov.ru/documents/10179/0/627-%D0%BD%D0%BA.pdf/1ce9a691-16bf-405e-b807-01b3659e1d74,кандидат,22 июня 2015,627-нк.pdf,566
" Приказ Минобрнауки России о выдаче дипломов кандидата наук от 22 июня 2015 г. № 628/нк (культ.,соц.,филос.,эконом). ",http://vak.ed.gov.ru/documents/10179/0/628-%D0%BD%D0%BA.pdf/09d4db35-4095-46da-a3c4-7550396c537c,кандидат,22 июня 2015,628-нк.pdf,567
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 5 июня 2015 г. № 589/нк (биол.,вет.,мед.,сельх.,фарм.)",http://vak.ed.gov.ru/documents/10179/2841744/589-%D0%BD%D0%BA.pdf/3465172a-58e1-470f-bbc3-815bdaf03ec8,доктор,5 июня 2015,589-нк.pdf,568
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 5 июня 2015 г. № 590/нк (архит.,техн.,хим.,филос.,эконом.,юрид.,физ-мат.)",http://vak.ed.gov.ru/documents/10179/2841744/590-%D0%BD%D0%BA.pdf/bd74e9a9-8d8a-42e5-9097-25b3befeefbb,доктор,5 июня 2015,590-нк.pdf,569
Приказ о выдаче дипломов кандидата наук от 27 ноября 2018 г. № 306/нк; (мед.);,http://vak.ed.gov.ru/documents/10179/0/306%D0%BD%D0%BA.pdf/6e99dac5-a6b3-4b91-a7ad-8388e0af6f25,кандидат,27 ноября 2018,306нк.pdf,57
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 5 июня 2015 г. № 591/нк (биол.,вет.,мед.,сельх.,техн.)",http://vak.ed.gov.ru/documents/10179/2841744/591-%D0%BD%D0%BA.pdf/626ff44a-eef8-4e0d-b597-9654e6558728,кандидат,5 июня 2015,591-нк.pdf,570
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 5 июня 2015 г. № 592/нк (юрид.),http://vak.ed.gov.ru/documents/10179/2841744/592-%D0%BD%D0%BA.pdf/bd205ade-c631-48ee-929f-02af3189ab49,кандидат,5 июня 2015,592-нк.pdf,571
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 5 июня 2015 г. № 593/нк (биол.,физ-мат.,эконом.)",http://vak.ed.gov.ru/documents/10179/2841744/593-%D0%BD%D0%BA.pdf/6b19f794-f0b2-4c1a-98b6-4cbba674e9c6,кандидат,5 июня 2015,593-нк.pdf,572
Приказ Минобрнауки России о выдаче дипломов доктора наук от 5 июня 2015 г. № 594/нк (мед.),http://vak.ed.gov.ru/documents/10179/2841744/594-%D0%BD%D0%BA.pdf/279b5534-9fca-4765-adba-a7e7769dbcbd,доктор,5 июня 2015,594-нк.pdf,573
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 5 июня 2015 г. № 595/нк (техн., хим.)",http://vak.ed.gov.ru/documents/10179/2841744/595-%D0%BD%D0%BA.pdf/2aedc6c7-adca-4ff2-b02f-744b11ab7869,кандидат,5 июня 2015,595-нк.pdf,574
Приказ Минобрнауки России о выдаче диплома доктора наук от 18 мая 2015 г. № 429/нк (техн.),http://vak.ed.gov.ru/documents/10179/1889900/429-%D0%BD%D0%BA.pdf/1b7695a0-3cd0-47c2-9448-3ffe3e9666ea,доктор,18 мая 2015,429-нк.pdf,575
" Приказ Минобрнауки России о выдаче дипломов доктора наук от 18 мая 2015 г. № 430/нк (биол.,техн.,физ-мат.)",http://vak.ed.gov.ru/documents/10179/1889900/430-%D0%BD%D0%BA.pdf/a3083782-08ef-46b8-bdfd-34286ea11d8f,доктор,18 мая 2015,430-нк.pdf,576
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 18 мая 2015 г. № 431/нк (искусст.,истор.,пед.,полит.,психол.,филол.,эконом.); ",http://vak.ed.gov.ru/documents/10179/1889900/431-%D0%BD%D0%BA.pdf/3feb2a08-a0f2-45a1-9443-6bfbf49ac0a1,доктор,18 мая 2015,431-нк.pdf,577
"Приказ Минобрнауки России о выдаче дипломов доктора наук от 18 мая 2015 г. № 432/нк (истор.,филос.) ",http://vak.ed.gov.ru/documents/10179/1889900/432-%D0%BD%D0%BA.pdf/1105291c-d2b8-47d3-a214-a706f6d337a5,доктор,18 мая 2015,432-нк.pdf,578
Приказ Минобрнауки России о выдаче дипломов кандидата наук от 18 мая 2015 г. № 433/нк (техн.) ,http://vak.ed.gov.ru/documents/10179/1889900/433-%D0%BD%D0%BA.pdf/e9a2d65a-43b0-406b-9aa4-9addf845cc43,кандидат,18 мая 2015,433-нк.pdf,579
"Приказ о выдаче дипломов кандидата наук от 27 ноября 2018 г. № 307/нк; (биол.,ветер.,с/х.,тех.,фарм.);",http://vak.ed.gov.ru/documents/10179/0/307%D0%BD%D0%BA.pdf/59d424a9-9033-4a61-9d50-05c4b79897e1,кандидат,27 ноября 2018,307нк.pdf,58
"Приказ Минобрнауки России о выдаче дипломов кандидата наук от 18 мая 2015 г. № 434/нк (техн.,физ-мат.) ",http://vak.ed.gov.ru/documents/10179/1889900/434-%D0%BD%D0%BA.pdf/cdf2d991-14a6-4c2e-862a-8d730e317d20,кандидат,18 мая 2015,434-нк.pdf,580
